ConfigID,ExperimentalSeed,ClientID,SeedMaterial,SeedSHA256,SeedUInt64
alpha_0p1_seed_123,123,13,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=13,4AF6C4C4EA4F821E02372F8A28DFDA2D9F43A1705C188E2441B5C2249D612DCC,5401721153101201950
alpha_0p1_seed_123,123,14,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=14,28170AC33D3752406AC26E6554323252B60A6121253DC868696E894DD0C9F446,2888789519643398720
alpha_0p1_seed_123,123,15,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=15,2C9A544764F966364F29E33C494982C4D5CF52273A435D3E41B8B24000FA10C6,3213973949695747638
alpha_0p1_seed_123,123,16,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=16,4CBE1F60BC8D511D04E2141EB29FCA5EEF103DE7DB5D0199F544A41939F0FF92,5529891892798247197
alpha_0p1_seed_123,123,17,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=17,98A61E43A0E5C110039E0802A293FEB9C52EF2DE3A3F7CED2A85E10C5DA2A05B,10999512415710069008
alpha_0p1_seed_123,123,18,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=18,7E81FCD876A379B76AE332BEF6AD9617B7D2CE1060F40AD057598FBEC34C5F65,9115845127408155063
alpha_0p1_seed_123,123,19,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=19,E24D1B15447C645C583DDDF71A8DC4384F895159DE776DB8EE514907E2DC50A5,16306719603935700060
alpha_0p1_seed_123,123,20,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=20,7659BFF1199234191634A3D077C47D7D734780877DFB63D3CABCFE0873BF9509,8528058411639780377
alpha_0p1_seed_123,123,21,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=21,A5CDD9770C9AAD997FDECE0BCE0D6C6D419963FF6C4DE3B6F82942167ABAC0CC,11947444491819593113
alpha_0p1_seed_123,123,22,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=22,F2671F2A001556284A3EC23961716CB440518591833FAE05EC636859C8382C59,17466963945030243880
alpha_0p1_seed_123,123,23,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=23,C07662400E48FA23339B5827CA2283A3447F13A4F27E76F79E1379C3F8503954,13868380129791113763
alpha_0p1_seed_123,123,24,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=24,9C98A7B4E9AF0C8B5535668BBF926BA9F361F00A8C4581A5A0446FDF4ABAA0CC,11283953261833292939
alpha_0p1_seed_123,123,25,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=25,DC3AB1DBEBB7208E65800FA755D7AA882E5B9A7F962613BC020D5F757CA9A98D,15869191795103965326
alpha_0p1_seed_123,123,26,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=26,1B978A5CFFA97B300FF0274CB8959F343F01573B659A509B771B07246A0909F4,1988209892538284848
alpha_0p1_seed_123,123,27,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=27,B867C4A83023D8E1CF8BA9A4110BEB39B8C24E94FB33BC4D921E934DC0AD16D9,13287805452221143265
alpha_0p1_seed_123,123,28,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=28,97EEBC09C1C2168752B90DD2C28D09B4EF925DA6DE0396082E91FF83EF24EB23,10947894494275704455
alpha_0p1_seed_123,123,29,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_123|EXPERIMENTAL_SEED=123|CLIENT_ID=29,989CD8EE13FE9E3E89BBF7CD183064884CA41925C103ED59E91D0A69E3664EF4,10996902907181178430
alpha_0p1_seed_42,42,0,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=0,E36DC1476A3E4350A78052C83F04E2E8440419D6174C645897AFA4A524794B11,16387967131540407120
alpha_0p1_seed_42,42,1,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=1,5FCBF9ADE4CDC6AC80EFEA84712F06369EF05420008BF51C1969E86AABC44EC6,6902885379138766508
alpha_0p1_seed_42,42,2,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=2,8AA483866A50F338DA896800761DB3F9E385F4E7B1596AD37677AF362E9D5CA0,9990254486747149112
alpha_0p1_seed_42,42,3,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=3,A0AB76C44997773CF5A2598EAA1703916940C318944A13FFA378590BD316D855,11577477852506322748
alpha_0p1_seed_42,42,4,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=4,FBA036EDA8C5C986FCD165D491A631EDF7C49E538BA988FA869EB6DBCA60A7B1,18131552494160300422
alpha_0p1_seed_42,42,5,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=5,01C0EB61F36EC0EED08DDB3328713128C43798028BB4D6711CE6F35BFFC8774F,126359595494850798
alpha_0p1_seed_42,42,6,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=6,BF1295A34A8D4527016C2199B2A721975F74AE51A5EA149DDE20B570E4014365,13768231539388007719
alpha_0p1_seed_42,42,7,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=7,0AAA0BA495164381049FF981EF3C54651721EE4CA0C94554B8ADAE900A8973DE,768439487923897217
alpha_0p1_seed_42,42,8,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=8,5C5464FFF05CED777573AD9441E72701ABDC761D7D6701F529E7E06C902884FC,6653053599945125239
alpha_0p1_seed_42,42,9,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=9,889790D517312EBFA68124D3982172E1C4D17894F9FDDF09A27712CDAA21FA8D,9842494755533041343
alpha_0p1_seed_42,42,10,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=10,E004040C19ECB838F5E8D5F0BCA701A34EA51E025A974B11B2D3658F2071EFA1,16142031414423763000
alpha_0p1_seed_42,42,11,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=11,6DE3961C763DAA8C71BA605CC80915B7D454302F30C9F18563311C2B55F98700,7918337618834467468
alpha_0p1_seed_42,42,12,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=12,4D4C2BB0519D65B634C977809B4E7F2E4DED4DB8508FC8CB248B8689B3E756DA,5569874875433969078
alpha_0p1_seed_42,42,13,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=13,D1C529FE8E613D666C2EC556CEFAB98F48B5E78C8526864B72ADE637D62CC46A,15115533897626107238
alpha_0p1_seed_42,42,14,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=14,41E4CE11C82F8AB93270FF8108D43B7AF4B74F2A12162B17DB542FFA483803FD,4748146482923670201
alpha_0p1_seed_42,42,15,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=15,AD5258099CFF3CD4883CC55755F09417E31D09271194FC1A3FD15749EAE5CF54,12489141514963729620
alpha_0p1_seed_42,42,16,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=16,0E3D2661B1C5228C9DB2ACB4CF4FA69A4FB970B3DF3A10CA50444AED68B204D6,1026018491146510988
alpha_0p1_seed_42,42,17,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=17,30712B77A3F4B3933661ABCB54F12AF41B9F165F4739BDE2FAD72C629E5E0B6B,3490618979040670611
alpha_0p1_seed_42,42,18,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=18,E677ABC71AF5BB4168155B405BE325EDE1C43D33BE64387F289C786A011AC5F4,16606931022591146817
alpha_0p1_seed_42,42,19,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=19,8ED5CC6190B05CFF83F619B6167A2CD1D56D8E1AE3AE05CF65D7376C64D4F92B,10292357242836507903
alpha_0p1_seed_42,42,20,CICIoT2023_CLIENT_LOCAL_HASH_ORDER_V1|ASSIGNMENT_SET_SHA256=6161DDCA8874F3A079B3D61C19C62A0C1A60389ECFF2B2028E043FFC38B36E98|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|CONFIG_ID=alpha_0p1_seed_42|EXPERIMENTAL_SEED=42|CLIENT_ID=20,D21BAE5AC40C62AF6ABD258128CC1892A8E8810E3F8E922A8DD16F24F3173281,15139886277195489967
