ExperimentalSeed,Round,ClientID,ParticipationOrdinal,SeedUInt64,TorchManualSeedInt64,ApplicationPoint,DataLoaderShuffle,DataLoaderWorkers
42,6,13,1,9724572946571585154,501200909716809347,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,6,3,1,14347154372587897309,5123782335733121502,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,6,20,1,13836220694287848145,4612848657433072338,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,6,29,1,4809897769086617214,4809897769086617214,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,6,19,1,350077094469749325,350077094469749325,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,7,8,1,3111650028134038187,3111650028134038187,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,7,6,1,13883857997701058537,4660485960846282730,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,7,4,1,5158189955412365641,5158189955412365641,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,7,5,1,9751972205002866324,528600168148090517,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,7,15,1,15366324488312312718,6142952451457536911,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,7,25,1,6678719661550832159,6678719661550832159,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,7,12,2,1238148981266791553,1238148981266791553,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,7,20,2,13552202932638101807,4328830895783326000,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,7,0,2,4443000610240504581,4443000610240504581,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,8,6,2,3602260441922697619,3602260441922697619,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,8,25,2,1514300998747261027,1514300998747261027,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,8,28,2,959567038302105559,959567038302105559,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,8,14,2,15495555177822517663,6272183140967741856,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,8,9,2,673044093308073599,673044093308073599,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,8,17,2,10007010894245518390,783638857390742583,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,8,23,2,7748526973878951896,7748526973878951896,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,8,19,2,5694795707914583926,5694795707914583926,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,8,24,2,17756530007283210592,8533157970428434785,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,9,26,2,16844477335310188505,7621105298455412698,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,9,8,2,10153922626220518085,930550589365742278,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,9,4,2,4835483270143518327,4835483270143518327,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,9,5,2,2112757618466594538,2112757618466594538,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,9,29,2,4027238274692982622,4027238274692982622,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,9,22,2,12777223052538319960,3553851015683544153,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,9,2,2,10812943867089319338,1589571830234543531,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,9,7,2,12288161776118009368,3064789739263233561,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,9,3,2,11981700608070293588,2758328571215517781,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,10,18,2,628971628418459540,628971628418459540,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,10,10,2,11656022420276208850,2432650383421433043,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,10,27,2,7222736386805573239,7222736386805573239,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,10,13,2,7462878945102074914,7462878945102074914,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,10,11,2,9824184903137628862,600812866282853055,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,10,16,2,15215421389443727711,5992049352588951904,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,10,1,2,8675303475420363072,8675303475420363072,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,10,15,2,11823280691869348092,2599908655014572285,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,10,21,2,12603668487269593154,3380296450414817347,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,11,21,3,3353918947674667303,3353918947674667303,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,11,0,3,16538746540192631094,7315374503337855287,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,11,6,3,6275110755880831592,6275110755880831592,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,11,12,3,10444928527013247388,1221556490158471581,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,11,1,3,6231880088857150311,6231880088857150311,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,11,25,3,10807003640558091029,1583631603703315222,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,11,9,3,1186538354080937503,1186538354080937503,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,11,13,3,5719676767082409454,5719676767082409454,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,11,24,3,4808203190786674729,4808203190786674729,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,12,3,3,17997430894150204344,8774058857295428537,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,12,16,3,2290449006419991466,2290449006419991466,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,12,18,3,17611762178615750988,8388390141760975181,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,12,17,3,1949171132285256371,1949171132285256371,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,12,19,3,1371058805037814291,1371058805037814291,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,12,23,3,18228898827584536653,9005526790729760846,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,12,7,3,11537386628576914857,2314014591722139050,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,12,2,3,5458441713671992634,5458441713671992634,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,12,29,3,446015816787551658,446015816787551658,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,13,8,3,5021670898257352588,5021670898257352588,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,13,15,3,15383320098505908986,6159948061651133179,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,13,20,3,633341866586723673,633341866586723673,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,13,5,3,6760202451933162819,6760202451933162819,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,13,10,3,2051743861820584193,2051743861820584193,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,13,14,3,8176678090559175300,8176678090559175300,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,13,22,3,4103003815503194949,4103003815503194949,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,13,28,3,8801408060297450822,8801408060297450822,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,13,27,3,2552617669951591874,2552617669951591874,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,14,26,3,12541693975865517343,3318321939010741536,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,14,11,3,5498134739291036664,5498134739291036664,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,14,4,3,12841882643948383365,3618510607093607558,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,14,29,4,12605970750749118009,3382598713894342202,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,14,19,4,6728380243351798461,6728380243351798461,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,14,2,4,3173729747313283325,3173729747313283325,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,14,12,4,6395575657204276979,6395575657204276979,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,14,8,4,5596286405391088005,5596286405391088005,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,14,14,4,15600539974466746809,6377167937611971002,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,15,6,4,2707102013426220296,2707102013426220296,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,15,18,4,11439605326581641172,2216233289726865365,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,15,9,4,9576710798366543407,353338761511767600,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,15,13,4,17601999784784181170,8378627747929405363,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,15,4,4,154762226971977709,154762226971977709,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,15,21,4,9069196809140057108,9069196809140057108,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,15,3,4,4526707088710709952,4526707088710709952,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,15,24,4,13694998951602055075,4471626914747279268,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,15,0,4,250881525649309206,250881525649309206,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,16,10,4,3231964380004278676,3231964380004278676,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,16,11,4,11737567458035116156,2514195421180340349,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,16,16,4,151559963441115576,151559963441115576,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,16,5,4,4402999069966864442,4402999069966864442,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,16,25,4,16240411858055280498,7017039821200504691,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,16,17,4,8274328635863255503,8274328635863255503,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,16,7,4,14431690413762095759,5208318376907319952,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,16,28,4,14686460572476467877,5463088535621692070,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,16,27,4,3421862163983247435,3421862163983247435,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,17,1,4,317007151988919715,317007151988919715,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,17,26,4,12393435970621832116,3170063933767056309,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,17,22,4,2087582484390741086,2087582484390741086,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,17,23,4,16361912527493804462,7138540490639028655,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,17,15,4,4867913420796187177,4867913420796187177,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,17,20,4,3654652524734030576,3654652524734030576,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,17,5,5,12228907408711398252,3005535371856622445,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,17,3,5,16465667709735741795,7242295672880965988,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,17,24,5,17415633073159933213,8192261036305157406,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,18,26,5,12647490931146811507,3424118894292035700,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,18,4,5,4751340012496603344,4751340012496603344,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,18,17,5,8664869628142586943,8664869628142586943,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,18,14,5,6778910210453246754,6778910210453246754,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,18,29,5,18295664762284587164,9072292725429811357,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,18,28,5,4597327556732361254,4597327556732361254,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,18,2,5,8626980679039547063,8626980679039547063,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,18,12,5,13166067852235808871,3942695815381033064,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,18,13,5,8062453237826480062,8062453237826480062,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,19,7,5,17275202334102453698,8051830297247677891,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,19,15,5,15917316172178409745,6693944135323633938,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,19,20,5,18355429463988679409,9132057427133903602,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,19,16,5,2512768603897187058,2512768603897187058,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,19,23,5,6386610831738076240,6386610831738076240,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,19,27,5,1988236114817184817,1988236114817184817,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,19,22,5,15297990134973611558,6074618098118835751,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,19,9,5,13834609823557209946,4611237786702434139,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,19,1,5,15363693850564159497,6140321813709383690,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,20,6,5,6445547081960314917,6445547081960314917,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,20,11,5,2482786619829517583,2482786619829517583,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,20,21,5,14952431529447746072,5729059492592970265,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,20,10,5,17211714790342688432,7988342753487912625,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,20,25,5,9763811787235465481,540439750380689674,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,20,19,5,17086348984473894283,7862976947619118476,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,20,0,5,14635497088893160905,5412125052038385098,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,20,18,5,8506633237677668335,8506633237677668335,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
42,20,8,5,12514490017570122912,3291117980715347105,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,1,4,0,12850044151565143629,3626672114710367822,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,1,27,0,6374589875900378182,6374589875900378182,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
