ExperimentalSeed,Round,ClientID,ParticipationOrdinal,SeedMaterial,SeedSHA256,SeedUInt64,SharedAcrossAlphaPair,SharedAcrossMethods,SharedAcrossScenarios
42,2,1,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=2|CLIENT_ID=1|PARTICIPATION_ORDINAL=0,E540752A271C1116366C29C4A8116E65BED269DFAFC414D2757BC0E8BC891533,16519332257100206358,True,True,True
42,2,0,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=2|CLIENT_ID=0|PARTICIPATION_ORDINAL=0,0E4B0EAC9437C1BFAF30280786C3456EBD38B18D3087A209C70427EE8A95FB47,1029933074168136127,True,True,True
42,2,11,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=2|CLIENT_ID=11|PARTICIPATION_ORDINAL=0,977C4BB45D9D97536914B78AE9BDC19E45AFB812F1D957D6A1BCE5CE28630575,10915682834876045139,True,True,True
42,2,10,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=2|CLIENT_ID=10|PARTICIPATION_ORDINAL=0,6712D15C7963274EBFAAB2EF70764801D0609620014DF65A8BDEDEC46F0074E3,7427228930591106894,True,True,True
42,3,14,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=3|CLIENT_ID=14|PARTICIPATION_ORDINAL=0,984941BCDB6F267518E28CF4878AABE1461BCE50DBDB0B4B39C8C9AC48CDA87D,10973374246456075893,True,True,True
42,3,24,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=3|CLIENT_ID=24|PARTICIPATION_ORDINAL=0,5B92A2B7D83135089D77ECB4FF524E143B5F76662BA0D33E3782AF78EA9155B5,6598515314541016328,True,True,True
42,3,26,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=3|CLIENT_ID=26|PARTICIPATION_ORDINAL=0,8B3099F6E3AEE4E172E142F428E0209328DED504D03DED1A5FB7B3CD0931BDDF,10029685655814989025,True,True,True
42,3,29,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=3|CLIENT_ID=29|PARTICIPATION_ORDINAL=0,06D659229DC0A31F25492F210D4F03220BB92FE9DD80FA675345D145A36DBD5B,492679214454055711,True,True,True
42,3,20,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=3|CLIENT_ID=20|PARTICIPATION_ORDINAL=0,5DC4607D9C1A6B57EB53AAB8148F7ED87BF35BD572B8F3BF723517CF12477FB8,6756631433568742231,True,True,True
42,3,27,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=3|CLIENT_ID=27|PARTICIPATION_ORDINAL=0,B1C0AF78C20A1FC845F5F61E3D2AD7519A44A21A22A84C3AAD443AEC524DD20F,12808430273428070344,True,True,True
42,3,5,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=3|CLIENT_ID=5|PARTICIPATION_ORDINAL=0,AD33798BAD50C94D71A4427C49557D3ACB6AF5A6990774937B355510369A53B0,12480452633188944205,True,True,True
42,3,21,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=3|CLIENT_ID=21|PARTICIPATION_ORDINAL=0,FA2C01284CA27DA808C6CCBC77B4C259DA165D1C3609FB25D2CE89EC7769F669,18026784681053289896,True,True,True
42,3,7,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=3|CLIENT_ID=7|PARTICIPATION_ORDINAL=0,419DAF0DAA8CB5BC296A59269F151E52F12F458EE8C7312D9CE4635ED9FDE1BE,4728127657039672764,True,True,True
42,4,9,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=4|CLIENT_ID=9|PARTICIPATION_ORDINAL=0,68F2BBE20D2CA0C4DB20898B1230D071D3DD3587C7D3EAE3946F5CDD89BE621A,7562313303866515652,True,True,True
42,4,23,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=4|CLIENT_ID=23|PARTICIPATION_ORDINAL=0,3831801DE8B1048D3C32920A446510692AB0CA34F235D1BC991602DE1F67718C,4049158405929108621,True,True,True
42,4,25,0,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=4|CLIENT_ID=25|PARTICIPATION_ORDINAL=0,DF2B260D3F7C9EDB27ACB481A7B039AC39D011DBBB2C6250C1C204AA0E17F240,16080988732798050011,True,True,True
42,4,2,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=4|CLIENT_ID=2|PARTICIPATION_ORDINAL=1,A072203EB7AA7834170F660504FFDD4639B298C0908481B5E8521A98F3D6262E,11561338647154948148,True,True,True
42,4,0,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=4|CLIENT_ID=0|PARTICIPATION_ORDINAL=1,53652B89DBB990C5B961B4B0173A376728D4C03C5D327BC9095E2B28DF8E4549,6009257148892680389,True,True,True
42,4,18,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=4|CLIENT_ID=18|PARTICIPATION_ORDINAL=1,F3FF9F85676F1EDE5CD77D764ECCA2D6E4991F602299FB861F1826DD29BF5D3F,17581946865592508126,True,True,True
42,4,16,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=4|CLIENT_ID=16|PARTICIPATION_ORDINAL=1,C34926C5BC8CB95464907FB8AA6BAD4770721EAE257CED371B4CD7F1D65177CD,14071821141409577300,True,True,True
42,4,11,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=4|CLIENT_ID=11|PARTICIPATION_ORDINAL=1,DC06F3B141611FF9FDBFF3B8A0BD3EF29DEF5E7CA6764A900012B85E47E9D394,15854627480836055033,True,True,True
42,4,17,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=4|CLIENT_ID=17|PARTICIPATION_ORDINAL=1,B81E768C9B1962921173CBEB85EDA2AC49C3314F357367265AD96B70B05FB3E8,13267171898549691026,True,True,True
42,5,14,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=5|CLIENT_ID=14|PARTICIPATION_ORDINAL=1,8EEFF83F1EC3FBD86566CD660A741FDD1036B06F5F8E19E7A1215DCA6F2A6F02,10299723822802402264,True,True,True
42,5,27,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=5|CLIENT_ID=27|PARTICIPATION_ORDINAL=1,F55062768735F7ECD1B3C8EC99E4EBDEDFB7E1136D0344E648857A4EA76E4880,17676736798643320812,True,True,True
42,5,10,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=5|CLIENT_ID=10|PARTICIPATION_ORDINAL=1,D75A88A31A8628DA1AF0D44691A1F12FD1E4B7F910F5ECDC9556EE3F31DBCC03,15517865700164511962,True,True,True
42,5,28,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=5|CLIENT_ID=28|PARTICIPATION_ORDINAL=1,FF3B2DB851B1AD611D31325D1F937E769348BF55F21D2E30326DE2B02B84BE70,18391343772965383521,True,True,True
42,5,9,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=5|CLIENT_ID=9|PARTICIPATION_ORDINAL=1,16035DB9FB393AEE44C35E76199E34472DF95BBC6B98D10A984C9607C49005EE,1586214547129711342,True,True,True
42,5,7,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=5|CLIENT_ID=7|PARTICIPATION_ORDINAL=1,F47C67E67F7254D7C463C8EAF4150B34BBEAE2910C98DF3D75FF59A37E53C58D,17617070082044875991,True,True,True
42,5,22,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=5|CLIENT_ID=22|PARTICIPATION_ORDINAL=1,0403FE02A765B50131A37667CC8357BC3002BA199E98027CFCB9AECCE89D341E,289354088433693953,True,True,True
42,5,21,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=5|CLIENT_ID=21|PARTICIPATION_ORDINAL=1,1EDB8850D0E8E8D411D02A67BEE20D1B1ED12A0EC38FA0627772E9D0FB3CFE95,2223520721721157844,True,True,True
42,5,23,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=5|CLIENT_ID=23|PARTICIPATION_ORDINAL=1,F413E21549C5125FCB3B1DF89DF7EC74247AE0E235988D8D8EDA75C5D1FF9668,17587649550871761503,True,True,True
42,6,12,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=6|CLIENT_ID=12|PARTICIPATION_ORDINAL=1,BE46C69CB65E37BCD69967C28AF58F8B554D0F7F24C94A76F0A6071ED882DBDF,13710864491952879548,True,True,True
42,6,26,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=6|CLIENT_ID=26|PARTICIPATION_ORDINAL=1,B5E204E6ADE6CFB68F7A812151FF6E727B97CC770213E90B0DBF0F1C25F3A0B7,13106043254408138678,True,True,True
42,6,24,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=6|CLIENT_ID=24|PARTICIPATION_ORDINAL=1,9E252581AABA2D9647938B820AD38F4C146EE6395CBD0016D7E48A8308928B65,11395555670976245142,True,True,True
42,6,1,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=6|CLIENT_ID=1|PARTICIPATION_ORDINAL=1,5CE97B3E6483DDE98EA920E80B46931924F056CFD5C98E8B727ACEAE1A0FBFCD,6695017828967505385,True,True,True
42,6,13,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=6|CLIENT_ID=13|PARTICIPATION_ORDINAL=1,86F49F9268C5E6828558CB8D25F6A130C5FCE8CC5943ECB91D4FCCF3D4FA235F,9724572946571585154,True,True,True
42,6,3,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=6|CLIENT_ID=3|PARTICIPATION_ORDINAL=1,C71B54E32BCB41DDBAD60AB92A6EE9AF8733D6DA9AD60DF579A6E1E09149A1DA,14347154372587897309,True,True,True
42,6,20,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=6|CLIENT_ID=20|PARTICIPATION_ORDINAL=1,C0042169FCEF92D19FA348A51F5B79BBD59BF2BE87DBB91AC7BD4F8E5D0AAF9F,13836220694287848145,True,True,True
42,6,29,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=6|CLIENT_ID=29|PARTICIPATION_ORDINAL=1,42C030897C5A067E5BBB3B270E1DFAE510478FC833B2007A6BE3166CDFE6F9A1,4809897769086617214,True,True,True
42,6,19,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=6|CLIENT_ID=19|PARTICIPATION_ORDINAL=1,04DBB9433BDECA4D025F698A5204996E00C82F86362300D4F42712C6BFB9C60E,350077094469749325,True,True,True
42,7,8,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=7|CLIENT_ID=8|PARTICIPATION_ORDINAL=1,2B2ECD36E0437AAB1DC2BBA509E309F985B4BC492F6DD4C24445C6F679CF36B4,3111650028134038187,True,True,True
42,7,6,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=7|CLIENT_ID=6|PARTICIPATION_ORDINAL=1,C0AD5F4A00F00FE9144B6B4B07A00A39534A6C159E8C851FF8235DA13B8F1903,13883857997701058537,True,True,True
42,7,4,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=7|CLIENT_ID=4|PARTICIPATION_ORDINAL=1,4795926F68579149551B29C3B663DACECF1E45E53DEEF304137FEC29910AED3D,5158189955412365641,True,True,True
42,7,5,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=7|CLIENT_ID=5|PARTICIPATION_ORDINAL=1,8755F70D62ADBE947823F3E9323C4EDE6EE4BEBD445320F22852B0E694383606,9751972205002866324,True,True,True
42,7,15,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=7|CLIENT_ID=15|PARTICIPATION_ORDINAL=1,D54026B5353DD38EB11E5A71F5FFB817F7775949A9250684E81F17AB688DF910,15366324488312312718,True,True,True
42,7,25,1,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=7|CLIENT_ID=25|PARTICIPATION_ORDINAL=1,5CAF942595278A1F5521EF483C9AF2982572FCBEE783B98D9311C4775E21D9CF,6678719661550832159,True,True,True
42,7,12,2,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=7|CLIENT_ID=12|PARTICIPATION_ORDINAL=2,112EC9F03F6B3C813E0CA6EF6B2E667823DB04844638CF60A299F358E8C36B8C,1238148981266791553,True,True,True
42,7,20,2,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=7|CLIENT_ID=20|PARTICIPATION_ORDINAL=2,BC1318C3BBE6B12F07A7AD0AD83B2209F143E121396D68588357395504F4B5BB,13552202932638101807,True,True,True
42,7,0,2,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=7|CLIENT_ID=0|PARTICIPATION_ORDINAL=2,3DA8B583D63AA305D34710586F5B301D23FBD93E694C483F056472C8F8F917B6,4443000610240504581,True,True,True
42,8,6,2,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=8|CLIENT_ID=6|PARTICIPATION_ORDINAL=2,31FDCCC94D3E799334D265341393432604417607EACDE79D88DB100205522BAA,3602260441922697619,True,True,True
42,8,25,2,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=8|CLIENT_ID=25|PARTICIPATION_ORDINAL=2,1503E0BC39598863DD350D7795B089FD859458B50E19987BBF4EE4E61EDA75F2,1514300998747261027,True,True,True
42,8,28,2,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=8|CLIENT_ID=28|PARTICIPATION_ORDINAL=2,0D511123282BAFD7FA80CDFBDD1B5508ED4DDE0A9802A8AD182EA6C5CB47870F,959567038302105559,True,True,True
42,8,14,2,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=8|CLIENT_ID=14|PARTICIPATION_ORDINAL=2,D70B4555D393799F4EBA1F344303D2E46A26DC69005CC7735242E7C255AD7C5F,15495555177822517663,True,True,True
42,8,9,2,CICIoT2023_LOCAL_TRAIN_RNG_V1|PREATTACK_IDENTITY_SHA256=81057E395366BA10088F4455897446945556325756CA18BBF39B5F5A6A1198E2|EXPERIMENTAL_SEED=42|ROUND=8|CLIENT_ID=9|PARTICIPATION_ORDINAL=2,0957220973CD767FDE044C1FBCF9520423A12C950DECB828A8D14747612E230B,673044093308073599,True,True,True
