FileID,RelativePath,OriginalFineClass,effective_observations_train,effective_observations_validation,effective_observations_test,effective_observation_file_associations,percent_train_within_source_file,percent_validation_within_source_file,percent_test_within_source_file,partitions_present,partition_presence_mask
45,DDoS-ICMP_Flood/DDoS-ICMP_Flood7.pcap.csv,DDoS-ICMP_Flood,89446,11323,11274,112043,79.83185027177066,10.105941468900333,10.062208259329008,3,7
46,DDoS-ICMP_Flood/DDoS-ICMP_Flood8.pcap.csv,DDoS-ICMP_Flood,116917,14623,14711,146251,79.9427012464872,9.998564112382137,10.058734641130659,3,7
47,DDoS-ICMP_Flood/DDoS-ICMP_Flood9.pcap.csv,DDoS-ICMP_Flood,114036,14297,14218,142551,79.99663278405623,10.029392989175804,9.973974226767965,3,7
48,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation.pcap.csv,DDoS-ICMP_Fragmentation,16567,2054,2071,20692,80.06475932727624,9.926541658612024,10.008699014111734,3,7
49,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation1.pcap.csv,DDoS-ICMP_Fragmentation,18081,2275,2165,22521,80.28506727054749,10.101682873762266,9.613249855690245,3,7
50,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation10.pcap.csv,DDoS-ICMP_Fragmentation,18176,2295,2264,22735,79.9472179458984,10.094567846932042,9.958214207169563,3,7
51,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation11.pcap.csv,DDoS-ICMP_Fragmentation,18035,2196,2288,22519,80.08792575158755,9.751765176073539,10.160309072338913,3,7
52,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation12.pcap.csv,DDoS-ICMP_Fragmentation,18320,2283,2321,22924,79.91624498342348,9.958994939801082,10.124760076775432,3,7
53,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation13.pcap.csv,DDoS-ICMP_Fragmentation,18017,2255,2290,22562,79.85550926336317,9.994681322577785,10.149809414059037,3,7
54,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation14.pcap.csv,DDoS-ICMP_Fragmentation,18092,2310,2310,22712,79.65833039802747,10.170834800986263,10.170834800986263,3,7
55,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation15.pcap.csv,DDoS-ICMP_Fragmentation,17757,2190,2308,22255,79.78881150303303,9.840485284205796,10.370703212761176,3,7
56,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation16.pcap.csv,DDoS-ICMP_Fragmentation,18352,2322,2367,23041,79.64932077600798,10.077687600364568,10.272991623627446,3,7
57,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation17.pcap.csv,DDoS-ICMP_Fragmentation,20066,2538,2525,25129,79.85196386644913,10.099884595487286,10.048151538063593,3,7
58,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation18.pcap.csv,DDoS-ICMP_Fragmentation,17930,2280,2296,22506,79.66764418377322,10.130631831511597,10.201723984715187,3,7
59,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation19.pcap.csv,DDoS-ICMP_Fragmentation,15881,2001,1976,19858,79.9728069291973,10.076543458555745,9.950649612246954,3,7
60,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation2.pcap.csv,DDoS-ICMP_Fragmentation,18161,2249,2200,22610,80.32286598850067,9.946926138876604,9.730207872622733,3,7
61,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation3.pcap.csv,DDoS-ICMP_Fragmentation,18744,2329,2302,23375,80.18823529411765,9.963636363636363,9.848128342245989,3,7
62,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation4.pcap.csv,DDoS-ICMP_Fragmentation,18883,2274,2404,23561,80.145155129239,9.651542803785917,10.203302066975086,3,7
63,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation5.pcap.csv,DDoS-ICMP_Fragmentation,17965,2235,2212,22412,80.15795109762627,9.972336248438337,9.869712653935391,3,7
64,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation6.pcap.csv,DDoS-ICMP_Fragmentation,17827,2196,2293,22316,79.88438788313317,9.84047320308299,10.275138913783833,3,7
65,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation7.pcap.csv,DDoS-ICMP_Fragmentation,18104,2424,2233,22761,79.53956328808049,10.649795703176487,9.810641008743024,3,7
66,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation8.pcap.csv,DDoS-ICMP_Fragmentation,17976,2247,2297,22520,79.82238010657194,9.977797513321493,10.199822380106571,3,7
67,DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation9.pcap.csv,DDoS-ICMP_Fragmentation,18706,2306,2269,23281,80.34878226880289,9.905072806150939,9.746144925046176,3,7
68,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood.pcap.csv,DDoS-PSHACK_FLOOD,109004,13556,13689,136249,80.00352296163642,9.949430821510617,10.047046216852968,3,7
69,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood1.pcap.csv,DDoS-PSHACK_FLOOD,111865,13955,13992,139812,80.01101479129116,9.981260549881268,10.007724658827568,3,7
70,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood10.pcap.csv,DDoS-PSHACK_FLOOD,111351,13768,14096,139215,79.98491541859714,9.88973889307905,10.125345688323815,3,7
71,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood11.pcap.csv,DDoS-PSHACK_FLOOD,114679,14384,14428,143491,79.9206918900837,10.024322082918092,10.05498602699821,3,7
72,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood12.pcap.csv,DDoS-PSHACK_FLOOD,117346,14648,14573,146567,80.06304284047569,9.99406414813703,9.942893011387284,3,7
73,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood13.pcap.csv,DDoS-PSHACK_FLOOD,108554,13622,13588,135764,79.95786806517192,10.033587696296514,10.00854423853157,3,7
74,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood14.pcap.csv,DDoS-PSHACK_FLOOD,132857,16337,16839,166033,80.01843007113044,9.839610197972693,10.14195973089687,3,7
75,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood15.pcap.csv,DDoS-PSHACK_FLOOD,42655,5339,5473,53467,79.77818093403408,9.985598593524978,10.236220472440944,3,7
76,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood2.pcap.csv,DDoS-PSHACK_FLOOD,151874,19032,19068,189974,79.94462400117911,10.018213018623602,10.03716298019729,3,7
77,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood3.pcap.csv,DDoS-PSHACK_FLOOD,123802,15330,15418,154550,80.10482044645745,9.919120025881591,9.97605952766095,3,7
78,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood4.pcap.csv,DDoS-PSHACK_FLOOD,122365,15238,15162,152765,80.10015383104769,9.974797892187347,9.925048276764965,3,7
79,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood5.pcap.csv,DDoS-PSHACK_FLOOD,120820,15021,15204,151045,79.9894071303254,9.94471846138568,10.06587440828892,3,7
80,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood6.pcap.csv,DDoS-PSHACK_FLOOD,174179,21997,21575,217751,79.98998856492048,10.101905387346097,9.90810604773342,3,7
81,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood7.pcap.csv,DDoS-PSHACK_FLOOD,122735,15241,15518,153494,79.96078022593717,9.929378347036366,10.109841427026463,3,7
82,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood8.pcap.csv,DDoS-PSHACK_FLOOD,112923,13920,14125,140968,80.10541399466545,9.874581465297089,10.020004540037455,3,7
83,DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood9.pcap.csv,DDoS-PSHACK_FLOOD,117906,14944,14686,147536,79.91676607743194,10.129053248020822,9.95418067454723,3,7
84,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood.pcap.csv,DDoS-RSTFINFLOOD,120523,14855,14938,150316,80.17975465020358,9.882514170148221,9.937731179648209,3,7
85,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood1.pcap.csv,DDoS-RSTFINFLOOD,99475,12565,12461,124501,79.89895663488646,10.092288415354094,10.008754949759439,3,7
86,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood10.pcap.csv,DDoS-RSTFINFLOOD,115928,14449,14197,144574,80.18592554677882,9.994189826663161,9.819884626558025,3,7
87,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood11.pcap.csv,DDoS-RSTFINFLOOD,103749,12935,12854,129538,80.09155614568698,9.985486884157545,9.922956970155475,3,7
88,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood12.pcap.csv,DDoS-RSTFINFLOOD,99838,12390,12599,124827,79.98109383386607,9.925737220312913,10.093168945821017,3,7
89,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood13.pcap.csv,DDoS-RSTFINFLOOD,94126,11856,11543,117525,80.09019357583493,10.08806636885769,9.821740055307382,3,7
90,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood14.pcap.csv,DDoS-RSTFINFLOOD,98789,12325,12282,123396,80.0585108107232,9.988168174008882,9.953321015267917,3,7
91,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood15.pcap.csv,DDoS-RSTFINFLOOD,30287,3717,3698,37702,80.33260834968968,9.858893427404382,9.808498222905946,3,7
92,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood2.pcap.csv,DDoS-RSTFINFLOOD,103593,12761,13039,129393,80.06074517168626,9.862202746670995,10.077052081642748,3,7
93,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood3.pcap.csv,DDoS-RSTFINFLOOD,107492,13492,13321,134305,80.03573954804364,10.045791295930904,9.918469156025465,3,7
94,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood4.pcap.csv,DDoS-RSTFINFLOOD,100946,12569,12478,125993,80.12032414499218,9.97595104489932,9.903724810108498,3,7
95,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood5.pcap.csv,DDoS-RSTFINFLOOD,105807,13139,13144,132090,80.10220304337952,9.94700582935877,9.950791127261715,3,7
96,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood6.pcap.csv,DDoS-RSTFINFLOOD,95747,11688,11950,119385,80.20019265401851,9.790174645055911,10.009632700925577,3,7
97,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood7.pcap.csv,DDoS-RSTFINFLOOD,113772,14166,14078,142016,80.11210004506535,9.974932401982874,9.91296755295178,3,7
98,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood8.pcap.csv,DDoS-RSTFINFLOOD,105740,13312,13297,132349,79.89482353474526,10.058255068039804,10.04692139721494,3,7
99,DDoS-RSTFINFLOOD/DDoS-RSTFINFlood9.pcap.csv,DDoS-RSTFINFLOOD,98382,12084,12222,122688,80.18877151799687,9.849374021909233,9.961854460093896,3,7
100,DDoS-SlowLoris/DDoS-SlowLoris.pcap.csv,DDoS-SlowLoris,18815,2312,2298,23425,80.32017075773746,9.869797225186765,9.810032017075773,3,7
101,DDoS-SYN_Flood/DDoS-SYN_Flood.pcap.csv,DDoS-SYN_Flood,140705,17631,17641,175977,79.95647158435477,10.018922927428017,10.02460548821721,3,7
102,DDoS-SYN_Flood/DDoS-SYN_Flood1.pcap.csv,DDoS-SYN_Flood,134755,16828,16698,168281,80.07737058847998,9.999940575584885,9.922688835935132,3,7
103,DDoS-SYN_Flood/DDoS-SYN_Flood10.pcap.csv,DDoS-SYN_Flood,117676,14835,14617,147128,79.98205644065033,10.083056930020119,9.934886629329563,3,7
104,DDoS-SYN_Flood/DDoS-SYN_Flood11.pcap.csv,DDoS-SYN_Flood,110107,13711,13752,137570,80.03707203605437,9.966562477284292,9.996365486661336,3,7
105,DDoS-SYN_Flood/DDoS-SYN_Flood12.pcap.csv,DDoS-SYN_Flood,134501,16719,16873,168093,80.01582457330169,9.946279738002177,10.037895688696139,3,7
106,DDoS-SYN_Flood/DDoS-SYN_Flood13.pcap.csv,DDoS-SYN_Flood,142321,17922,17872,178115,79.90399461022373,10.062038570586418,10.03396681918985,3,7
107,DDoS-SYN_Flood/DDoS-SYN_Flood14.pcap.csv,DDoS-SYN_Flood,136355,17084,16884,170323,80.05671576944981,10.030354091931214,9.912930138618977,3,7
108,DDoS-SYN_Flood/DDoS-SYN_Flood15.pcap.csv,DDoS-SYN_Flood,71754,9117,9101,89972,79.75147823767394,10.13315253634464,10.115369225981416,3,7
109,DDoS-SYN_Flood/DDoS-SYN_Flood2.pcap.csv,DDoS-SYN_Flood,131287,16359,16473,164119,79.99500362541814,9.96776729080728,10.037229083774578,3,7
110,DDoS-SYN_Flood/DDoS-SYN_Flood3.pcap.csv,DDoS-SYN_Flood,122581,15373,15185,153139,80.04557950620026,10.038592389920268,9.915828103879482,3,7
111,DDoS-SYN_Flood/DDoS-SYN_Flood4.pcap.csv,DDoS-SYN_Flood,120552,15017,15073,150642,80.02549089895248,9.968667436704239,10.005841664343277,3,7
112,DDoS-SYN_Flood/DDoS-SYN_Flood5.pcap.csv,DDoS-SYN_Flood,103403,12697,12843,128943,80.19279836827126,9.846986653017225,9.960214978711523,3,7
113,DDoS-SYN_Flood/DDoS-SYN_Flood6.pcap.csv,DDoS-SYN_Flood,106810,13252,13126,133188,80.19491245457549,9.949845331411238,9.855242214013275,3,7
114,DDoS-SYN_Flood/DDoS-SYN_Flood7.pcap.csv,DDoS-SYN_Flood,120298,14953,14965,150216,80.08334664749428,9.954332427970389,9.962320924535335,3,7
115,DDoS-SYN_Flood/DDoS-SYN_Flood8.pcap.csv,DDoS-SYN_Flood,137091,17237,17156,171484,79.94390147185743,10.051666627790349,10.00443190035222,3,7
116,DDoS-SYN_Flood/DDoS-SYN_Flood9.pcap.csv,DDoS-SYN_Flood,115476,14493,14451,144420,79.95845450768591,10.035313668466971,10.006231823847113,3,7
117,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood.pcap.csv,DDoS-SynonymousIP_Flood,94391,11735,11822,117948,80.02763929867399,9.949299691389426,10.023061009936582,3,7
118,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood1.pcap.csv,DDoS-SynonymousIP_Flood,97224,12198,12184,121606,79.95000246698353,10.03075506142789,10.019242471588573,3,7
119,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood10.pcap.csv,DDoS-SynonymousIP_Flood,104256,13079,13169,130504,79.88720652240545,10.021915037086986,10.09087844050757,3,7
120,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood11.pcap.csv,DDoS-SynonymousIP_Flood,104925,13252,13114,131291,79.91789231554334,10.093608853615251,9.988498830841413,3,7
121,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood12.pcap.csv,DDoS-SynonymousIP_Flood,119019,14756,14884,148659,80.06175206344722,9.926072420775062,10.01217551577772,3,7
122,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood13.pcap.csv,DDoS-SynonymousIP_Flood,55923,6938,6911,69772,80.15106346385369,9.943817003955742,9.905119532190563,3,7
123,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood2.pcap.csv,DDoS-SynonymousIP_Flood,104039,13001,13023,130063,79.99123501687643,9.995925051705711,10.012839931417851,3,7
124,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood3.pcap.csv,DDoS-SynonymousIP_Flood,103375,12794,13027,129196,80.01408712344035,9.902783367906126,10.083129508653519,3,7
125,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood4.pcap.csv,DDoS-SynonymousIP_Flood,104942,13160,13100,131202,79.98506120333532,10.030334903431351,9.984603893233334,3,7
126,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood5.pcap.csv,DDoS-SynonymousIP_Flood,98903,12355,12490,123748,79.92290784497527,9.983999741409962,10.093092413614766,3,7
127,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood6.pcap.csv,DDoS-SynonymousIP_Flood,106293,13091,13301,132685,80.10928138071372,9.866224516712515,10.024494102573765,3,7
128,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood7.pcap.csv,DDoS-SynonymousIP_Flood,129984,16303,16226,162513,79.9837551457422,10.031812839588218,9.984432014669595,3,7
129,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood8.pcap.csv,DDoS-SynonymousIP_Flood,129051,16100,16034,161185,80.06390172782827,9.988522505195894,9.947575766975834,3,7
130,DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood9.pcap.csv,DDoS-SynonymousIP_Flood,105430,13148,13206,131784,80.00212468888485,9.976931949250288,10.02094336186487,3,7
131,DDoS-TCP_Flood/DDoS-TCP_Flood.pcap.csv,DDoS-TCP_Flood,94125,11786,11770,117681,79.98317485405461,10.015210611738514,10.001614534206881,3,7
132,DDoS-TCP_Flood/DDoS-TCP_Flood1.pcap.csv,DDoS-TCP_Flood,101495,12826,12622,126943,79.95320734502887,10.10374735117336,9.943045303797767,3,7
133,DDoS-TCP_Flood/DDoS-TCP_Flood10.pcap.csv,DDoS-TCP_Flood,104055,13071,13049,130175,79.93470328404071,10.041098521221432,10.024198194737853,3,7
134,DDoS-TCP_Flood/DDoS-TCP_Flood11.pcap.csv,DDoS-TCP_Flood,110139,13777,13709,137625,80.0283378746594,10.010535876475931,9.961126248864668,3,7
135,DDoS-TCP_Flood/DDoS-TCP_Flood12.pcap.csv,DDoS-TCP_Flood,105619,13204,13202,132025,79.99924256769552,10.001136148456732,9.999621283847755,3,7
136,DDoS-TCP_Flood/DDoS-TCP_Flood13.pcap.csv,DDoS-TCP_Flood,101768,12817,12622,127207,80.00188668862563,10.07570338110324,9.922409930271133,3,7
137,DDoS-TCP_Flood/DDoS-TCP_Flood14.pcap.csv,DDoS-TCP_Flood,99771,12560,12616,124947,79.85065667843166,10.052262159155482,10.097081162412863,3,7
138,DDoS-TCP_Flood/DDoS-TCP_Flood15.pcap.csv,DDoS-TCP_Flood,120747,14876,15004,150627,80.16291899858591,9.87605143832115,9.961029563092938,3,7
139,DDoS-TCP_Flood/DDoS-TCP_Flood16.pcap.csv,DDoS-TCP_Flood,118165,14798,14723,147686,80.01096921847704,10.01990710019907,9.96912368132389,3,7
140,DDoS-TCP_Flood/DDoS-TCP_Flood17.pcap.csv,DDoS-TCP_Flood,45381,5792,5701,56874,79.79217217006013,10.183915321588072,10.023912508351795,3,7
141,DDoS-TCP_Flood/DDoS-TCP_Flood2.pcap.csv,DDoS-TCP_Flood,98184,12349,12292,122825,79.9381233462243,10.054142072053734,10.007734581721962,3,7
142,DDoS-TCP_Flood/DDoS-TCP_Flood3.pcap.csv,DDoS-TCP_Flood,120456,14905,15123,150484,80.04571914622153,9.904707477206879,10.049573376571596,3,7
143,DDoS-TCP_Flood/DDoS-TCP_Flood4.pcap.csv,DDoS-TCP_Flood,99353,12280,12374,124007,80.11886425766288,9.90266678493956,9.978468957397567,3,7
144,DDoS-TCP_Flood/DDoS-TCP_Flood5.pcap.csv,DDoS-TCP_Flood,100774,12823,12724,126321,79.77612590147324,10.151122932845686,10.072751165681082,3,7
145,DDoS-TCP_Flood/DDoS-TCP_Flood6.pcap.csv,DDoS-TCP_Flood,106009,13459,13424,132892,79.77079131926678,10.12777292839298,10.101435752340246,3,7
