run_index,run_directory,filename,size_bytes,sha256
6,run_006__alpha_0p1_seed_123__FEDPROX__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1668,8C8DBF2513711A0ADBCB0F21C108BAEE1111C1E5CDEAFDC4129FA57591D989D8
6,run_006__alpha_0p1_seed_123__FEDPROX__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1103,892E14482123D651186A98CCC5388903701BD67109AAC6FD63A77390A5A75E6D
6,run_006__alpha_0p1_seed_123__FEDPROX__SIGNFLIP_MU0P4,RUN_CONTRACT.json,428,8116DE886B94F58DEC1BBA0BEF2FEEE669986CF4511691BC5FB4F43AA9182804
6,run_006__alpha_0p1_seed_123__FEDPROX__SIGNFLIP_MU0P4,RUN_STATE.json,238,D6146E01ED63BAB2098EB94B11B0D2DD745BDA6C3D45538E97518FCB1631B834
7,run_007__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__CLEAN,BEST_STATE.pt,179065,F27ECBAC338D611925E7781EF10C3AE7D34A77C8E0A44F5CF98F4D8CE8533DE8
7,run_007__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__CLEAN,ROUND_CHECKPOINT.pt,179329,EAEC0215F5BA11BB17F3992909E10847712573095CA1730ED00BE654E04FCF1E
7,run_007__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__CLEAN,ROUND_VALIDATION_METRICS.csv,1674,BD77FFBB456907F194C22D8E3A82ED75D9B469DBD91DC3CCCBD207CC71B02A08
7,run_007__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__CLEAN,RUN_COMPLETE.json,1105,1F3604726DE9D001963119813CCFC2382BBC1C8CD190144C9142F2317ECF085E
7,run_007__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__CLEAN,RUN_CONTRACT.json,431,7B06CA4733A732CEA1F4C68DE05A82B81943957A49690D2B278A1145DD2B9183
7,run_007__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__CLEAN,RUN_STATE.json,239,F689EC099A963A2ABC350DAFB504E74EE2A0700B45CA6C9484B1D21B6C0F05B4
8,run_008__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,F164A71E16CC52B21B24D8AE0549412D858610FB77D4981F84B5AFA6B0469555
8,run_008__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,179329,928C1701A5EDAC21DEFAC4EFBC56409211FE93800139A2F70CFF0A18E61362C6
8,run_008__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1672,2138A540DEF26ADEC3CCDEACCFF6FF1F37AE412DE8581E7BDD6B4550C6E29C01
8,run_008__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1115,BC5B95479006AEB2573C90DDB742B0ECE05715B84FE84441F215BD317572F6F1
8,run_008__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,RUN_CONTRACT.json,440,6048938992173F26EAF57006088255D8232E1D2F7CF9408FD31EBB3DFF7AFA9F
8,run_008__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,RUN_STATE.json,238,FE5156B29A5A66EFCA36A07C9BCF08182D467A0164C9C36E15BA83F137DE1D4C
9,run_009__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,F164A71E16CC52B21B24D8AE0549412D858610FB77D4981F84B5AFA6B0469555
9,run_009__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,179329,4E6433B5AEE09B22B1E94F02FD52B1A5F137309E8FD519A8B910A5EB64C91C03
9,run_009__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1668,4A956FE26D6F10BF9F3061E0F423A95CD18E40FBB16471043F51A36634CFA166
9,run_009__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1115,6B58FB689E12A6B8CE3DFFD844A3FD5097674076572E83DC9D17C099173ED7B1
9,run_009__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,RUN_CONTRACT.json,440,E66E87D3DA64D5B128FDAE197D21870603FB900C3AAA417DFF18EEAABF3E19DB
9,run_009__alpha_0p1_seed_123__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,RUN_STATE.json,238,FE5156B29A5A66EFCA36A07C9BCF08182D467A0164C9C36E15BA83F137DE1D4C
10,run_010__alpha_0p1_seed_123__FEDLE_ADAPTED__CLEAN,BEST_STATE.pt,179065,CC0FF158609A00820B7BF8C70B9BCE812CBA6D81599BECFE2B8AFF3C1ACB19B7
10,run_010__alpha_0p1_seed_123__FEDLE_ADAPTED__CLEAN,ROUND_CHECKPOINT.pt,179329,CA96C837A9025FCC7C16D193B23B72B03436106DB2913904C859294F4BDBF270
10,run_010__alpha_0p1_seed_123__FEDLE_ADAPTED__CLEAN,ROUND_VALIDATION_METRICS.csv,1661,0DDCA6A66B9164FF30A03D173D1C24CCFB8E0630F0CF4ACEE136C3ADA62ED516
10,run_010__alpha_0p1_seed_123__FEDLE_ADAPTED__CLEAN,RUN_COMPLETE.json,1101,8C352658DAEF808865A00A1E333586B65178788C713D54DDA7E53ADA7FDCB604
10,run_010__alpha_0p1_seed_123__FEDLE_ADAPTED__CLEAN,RUN_CONTRACT.json,426,39555198551293BACAD287516428173AE79EDB537348B50C3B4A1131F57C7744
10,run_010__alpha_0p1_seed_123__FEDLE_ADAPTED__CLEAN,RUN_STATE.json,238,2F184575517A5A184C514CC72EBC2B3CE004F1C8226081EE67CBA39F558A5A44
11,run_011__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,6204BE9867DF727C14F9DB8E2FFA4E38C32550603B980DBC4A00E5581E219A13
11,run_011__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,179329,DE17DEC8968DB2154CC3F50F3C338B1BD913DCE22E36B44BC3FFAAB6647A0EB4
11,run_011__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1669,24E95EEEA93CCA06E9494D17C61B7C638039D4804C67CC6A4BB375990FB5B5FA
11,run_011__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1110,74E6E7FBB353411D595932BC8E1EABE5642D376BE48A7A96353737F6F9E977B3
11,run_011__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P2,RUN_CONTRACT.json,435,B90651C2992B79A0E5176B0EA974267015C225507500651025B1E8B432110347
11,run_011__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P2,RUN_STATE.json,238,4B0996F7D17C526CBE370BB30E147FF3F9193393D9F7F653251B7B0DF9C36BFA
12,run_012__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,6204BE9867DF727C14F9DB8E2FFA4E38C32550603B980DBC4A00E5581E219A13
12,run_012__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,179329,649427FBB231E99EB6B91075F8DF24527C58C5DB04E6E0B40E212EC1B295742B
12,run_012__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1748,3349FDB4B6086087A9340D38320CB37EC1F5D9454C01D10683EAF9E9701C1DF8
12,run_012__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1110,0F9BD2F35E3D6D40C32B5C7010F770E35D9C5F4F61D0C89BDEDF490EA640948F
12,run_012__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P4,RUN_CONTRACT.json,435,C91A977909842F55738DAD60C8813224949B0300AFB6215EEF0167C0B0EEBB1C
12,run_012__alpha_0p1_seed_123__FEDLE_ADAPTED__SIGNFLIP_MU0P4,RUN_STATE.json,238,4B0996F7D17C526CBE370BB30E147FF3F9193393D9F7F653251B7B0DF9C36BFA
13,run_013__alpha_0p1_seed_123__TEA_FL__CLEAN,BEST_STATE.pt,179065,7C167EEF220B76700E4FABD86183E5287E732FC45B5BEB0B17DD5D249228B39A
13,run_013__alpha_0p1_seed_123__TEA_FL__CLEAN,ROUND_CHECKPOINT.pt,180161,2517536A81D92559D04049C6028B52A575BEB3F6B076C67ACFC0A318EC735EF2
13,run_013__alpha_0p1_seed_123__TEA_FL__CLEAN,ROUND_VALIDATION_METRICS.csv,1671,3F6AC616D6FD67B4F5DBA1C3787A66D1ABDF5EE29359C7A633FCF7EFA2AE37D4
13,run_013__alpha_0p1_seed_123__TEA_FL__CLEAN,RUN_COMPLETE.json,1092,05E6CD9F89B10475AA9015E6FEAA481E67588F94D7866EB5B73111A3F3C51F13
13,run_013__alpha_0p1_seed_123__TEA_FL__CLEAN,RUN_CONTRACT.json,419,A031707C8463AAC6EA60E628A2CB58FA4F0731405BAE54BD791F16ECF8D82CA4
13,run_013__alpha_0p1_seed_123__TEA_FL__CLEAN,RUN_STATE.json,237,74D3880E58550C82262A4B1B4757E67B1CAD29F4A7E157CFB11995A9BF191725
14,run_014__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,7C167EEF220B76700E4FABD86183E5287E732FC45B5BEB0B17DD5D249228B39A
14,run_014__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,180161,785AE49A93B13240EB6AEC0FE3BE6EEDEFDB8993B3EB48DAFF33008CB7F8D7B1
14,run_014__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1664,B632D46D0ADB8A7E3C9366F0DC974272D69A3AFC7D8AF05BD9D63C6638452151
14,run_014__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1101,4B3965F6F339FE1F2DAEC92F7AB95906C9FDD98121019EF179BE550AB95A17EB
14,run_014__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P2,RUN_CONTRACT.json,428,D82A55EC66DEDF53589FCBD5EC556936F27829CCB2898064E56079DA0F5131A1
14,run_014__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P2,RUN_STATE.json,237,74D3880E58550C82262A4B1B4757E67B1CAD29F4A7E157CFB11995A9BF191725
15,run_015__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,7C167EEF220B76700E4FABD86183E5287E732FC45B5BEB0B17DD5D249228B39A
15,run_015__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,180161,6F978DA5621D519DFE0C59AD4AC6914992AC5D31E2C96041E6DD59382D6C9082
15,run_015__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1689,864A1CFD8FAD757636B9611BF9983B09D5EFD5BD8F7322A58B4DC0188711E930
15,run_015__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1101,6513BD2155B5AE3A1DF7A725D3607527503DB7BC4864516AAC7F990F2CB85DB4
15,run_015__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P4,RUN_CONTRACT.json,428,7BD0CE359E2A674B9D0A6EAD4A1E6DCF73403B5CA2819952C759BC6662222F40
15,run_015__alpha_0p1_seed_123__TEA_FL__SIGNFLIP_MU0P4,RUN_STATE.json,237,74D3880E58550C82262A4B1B4757E67B1CAD29F4A7E157CFB11995A9BF191725
16,run_016__alpha_0p1_seed_123__ARL_FL__CLEAN,BEST_STATE.pt,179065,F917FD7CE9C81782C923E9A39461F430B1910A461C87DD828742D4A0E0C3B926
16,run_016__alpha_0p1_seed_123__ARL_FL__CLEAN,ROUND_CHECKPOINT.pt,13931559,173CA417B5F29563725AFF439AEDF913E5DA8C523DA98BBC90047201DEB0FE23
16,run_016__alpha_0p1_seed_123__ARL_FL__CLEAN,ROUND_VALIDATION_METRICS.csv,1667,D4E295631EE5B6AEAAF034F075296087C0E34CD51E834D4EA8BDFD1B265506AC
16,run_016__alpha_0p1_seed_123__ARL_FL__CLEAN,RUN_COMPLETE.json,1094,C4DCD9DF7FE16B7012F7902EA9EBC324CBF42F069B33A2BD92F010F5B810D261
16,run_016__alpha_0p1_seed_123__ARL_FL__CLEAN,RUN_CONTRACT.json,419,D5D7DF9611C024CAF8E01CBE6402105D98344E1D79052DECB817A9C718BFE8DD
16,run_016__alpha_0p1_seed_123__ARL_FL__CLEAN,RUN_STATE.json,239,5C6EFC68615B4384D38DA39B55BE54CEF6118CA3BB3B4E0C1B7B0E931B13BED8
17,run_017__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,97DE0B560EEF7B37C405EE9FB215F46EFBA79AA94724C542F5EE886FD8FEB40E
17,run_017__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,13931559,88F4B5F69294B2D6418C1E66954C265B18CAE40B87CA9D5461A53440017ED688
17,run_017__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1666,C73D84D5C76124CB76761883D0B19B3B660262DD1BBCD24C38A0E2351A8B89CA
17,run_017__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1102,133BC1DE6C2C3CCB4A0E4E4D3A6FB6594FF7F0B0E27F59E10A37440EA2121E1A
17,run_017__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P2,RUN_CONTRACT.json,428,6415DA8D5A4223160234F5994E0B111B03314FD63BC6E747EF7ECCDEBBD55BA6
17,run_017__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P2,RUN_STATE.json,238,6AD469FF839CA6760F91ADB339A7BF7796058B4E7511E6E16FFD4447103579A6
18,run_018__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,97DE0B560EEF7B37C405EE9FB215F46EFBA79AA94724C542F5EE886FD8FEB40E
18,run_018__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,13931559,E7842572145F0C22CC87693AEFFF80C0D85669639E9FA150A5CFC8E3FEC46C1C
18,run_018__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1668,C1BED181861CD15BF470C7564702279491A7DA3016C02B3746F785F670677704
18,run_018__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1102,FB6065FC172F929392B84E9F0048C2CE7393FB2E6AE2BDDB9AA52890D66AB6DE
18,run_018__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P4,RUN_CONTRACT.json,428,5C11E035991C16D4561A953F69D91DF0470763261AA7293EE889AAA72163A8A6
18,run_018__alpha_0p1_seed_123__ARL_FL__SIGNFLIP_MU0P4,RUN_STATE.json,238,6AD469FF839CA6760F91ADB339A7BF7796058B4E7511E6E16FFD4447103579A6
19,run_019__alpha_0p1_seed_42__FEDAVG__CLEAN,BEST_STATE.pt,179065,84241EF691E3A9E350A693F041622F4D3F44FC9CDC0FAB2D6A45789D04F6A0DC
19,run_019__alpha_0p1_seed_42__FEDAVG__CLEAN,ROUND_CHECKPOINT.pt,179329,ABD936EF8FFEE895021C410E2B69E0163FD0C058A08958836DB37534905C11B6
19,run_019__alpha_0p1_seed_42__FEDAVG__CLEAN,ROUND_VALIDATION_METRICS.csv,1653,CA29B7AB0BB5170873D7A3FD5CC09C479C892907E73D3804EFB17D94B58C0F9C
19,run_019__alpha_0p1_seed_42__FEDAVG__CLEAN,RUN_COMPLETE.json,1090,8A5134AC05E012508F7E1035FE379FB9CD193E425CA605190F4DF627448AFA77
19,run_019__alpha_0p1_seed_42__FEDAVG__CLEAN,RUN_CONTRACT.json,417,388FD9280A239D6E38102D0A6839A3C9F4255CB0848889742EF7F1501F581E08
19,run_019__alpha_0p1_seed_42__FEDAVG__CLEAN,RUN_STATE.json,237,148A9D0332C79C7FF708AF4B234FAB2710494CAEB728F2C7E9AD0E952DE2494A
20,run_020__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,2D579B178C81911050A556D2A618B8BE5B9E1B6806ABAFA6C2582DF44F3223BB
20,run_020__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,179329,C30F28E12999D5E92D6ACC5A164EBEE37C3B66087FD50D9DF418C379BA9C5260
20,run_020__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1683,AB909907E0A376F3EFA919B0015C30F5A2CA4C1FA94AE56FAF8A28C5220DD7A4
20,run_020__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1098,CCB39E864BCC6457F53495653877BCD450BA0FAA2E5412E0AD327842558F709D
20,run_020__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P2,RUN_CONTRACT.json,426,D5B935CCEE6E3A2F70515FEAD49F53BE2455E35FB4D27E43230F59A78F4F23B6
20,run_020__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P2,RUN_STATE.json,237,3AB2EE3F6C34A8CEF0258F6217BA64EB8936371A942848D9C1B71B66834E7C8D
21,run_021__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,CE936AC01D93F914D2530B76DBF713C714F446DAB4F6371B8AC424941F2C9F23
21,run_021__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,179329,7988313C71E9ED244DDA6715D428799BABCE40E0971AE9B077C6BB82A4EF9273
21,run_021__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1742,66D39A015D59607DA42E49CE53FBBD275C9DC6F169B1931BC8937F25821A33A5
21,run_021__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1101,D4D8AEFFEDF13DEEE1FF3DCDBEA482A170CBB949B940AEE5D205A81420CB3D77
21,run_021__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P4,RUN_CONTRACT.json,426,9AC7C9EEE15F5CE382E0AB2D85828C78C9CA499330BF890848D567CC764A651C
21,run_021__alpha_0p1_seed_42__FEDAVG__SIGNFLIP_MU0P4,RUN_STATE.json,238,E1C84081A1A1027E05FA14EF83D56B6EAE8FCA7E5C3697DF5B3CB71EA6A18ABB
22,run_022__alpha_0p1_seed_42__FEDPROX__CLEAN,BEST_STATE.pt,179065,0BA9FA8A271C91CCE110E317D18E80B3E060944D1DAD2C41950F774C240AF381
22,run_022__alpha_0p1_seed_42__FEDPROX__CLEAN,ROUND_CHECKPOINT.pt,179329,8F94FCEBB39DF77304601B0CCA2359C3FCEE6AD2A47F9BC469AED673E586C6A4
22,run_022__alpha_0p1_seed_42__FEDPROX__CLEAN,ROUND_VALIDATION_METRICS.csv,1655,F855C4DA8572128301B61BF10F09CA7CDF708DD7FA4F684B96F0600D910D3CDA
22,run_022__alpha_0p1_seed_42__FEDPROX__CLEAN,RUN_COMPLETE.json,1095,BFE98E6F934E8572FE2E13E821CD445FA9DE379CCC7E292F19F5338AE51ACABE
22,run_022__alpha_0p1_seed_42__FEDPROX__CLEAN,RUN_CONTRACT.json,418,836B8F0047AF6FC5985CE4D7F86B8D7DC98CFB1FEEF0693B83F4CEA4FF0A9490
22,run_022__alpha_0p1_seed_42__FEDPROX__CLEAN,RUN_STATE.json,239,4CCD362B2C26E97E87F4B98D14B51EECA6BE71DAEDE93F346E90A28A677CE315
23,run_023__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,0D50AEBCB62D764D61E6F86267E044A508B35FD067A3BB5A249CF01CFC37FCF0
23,run_023__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,179329,109A9A40DF2CCB4A9F1D4841F7CC16F72F4D14AA9A0E0679AF7B194A430E2172
23,run_023__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1678,A4E8F95528B0AC86000C062F51ED9AE44BC6385872C58D9CED6BDBD6641A8264
23,run_023__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1100,EF479AC619160281D746A713EC0DC8B0E43E1D843D3F042B9AA20B1EE2D30AC0
23,run_023__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P2,RUN_CONTRACT.json,427,C1AF84144DD7239830D9377B8552ADF0347703AE0BA6910CCC432E4322BB1141
