outer_fold,fl_seed,global_client_id,initial_energy,compute_factor
2,123,subject104_client0,0.91689303064485,1.1828720901520864
2,123,subject104_client1,0.9585193377999823,0.8190693810208435
2,123,subject104_client2,0.7656206637536704,1.1310289906851958
2,123,subject104_client3,0.8299871811851378,1.135690707506434
2,123,subject105_client0,0.9306856828058354,0.8352807514134784
2,123,subject105_client1,0.8867472892257665,1.059481162589177
2,123,subject105_client2,0.7677119927928584,0.8657428235598168
2,123,subject105_client3,0.8209238560687794,0.9433143676322066
2,123,subject106_client0,0.7811579649356204,1.193992748363541
2,123,subject106_client1,0.7491914722930911,0.9737323707235657
2,123,subject106_client2,0.817529744182973,0.8854188824282738
2,123,subject106_client3,0.7806437611193323,0.8967343385780732
2,123,subject107_client0,0.8018297072127111,0.9272812159038943
2,123,subject107_client1,0.8642845572371023,1.1640870977036608
2,123,subject107_client2,0.763112579808557,1.1708448423674507
2,123,subject107_client3,0.7163407888538302,0.8685643817708693
2,123,subject108_client0,0.8262561679516153,1.1905388314557983
2,123,subject108_client1,0.7067328822344753,1.1214953313318567
2,123,subject108_client2,0.7529268129885638,1.1049277714059915
2,123,subject108_client3,0.9428610574334357,1.0573045695184549
2,456,subject101_client0,0.9239178406994117,0.9783295266762032
2,456,subject101_client1,0.7537321525543234,0.9951449949944983
2,456,subject101_client2,0.9304654639991291,1.0652829710651988
2,456,subject101_client3,0.7906941309778593,0.8643949045988759
2,456,subject103_client0,0.7658027264987715,0.8748772865306452
2,456,subject103_client1,0.9061929918583562,0.9642286074664743
2,456,subject103_client2,0.8708932820217334,1.1435103123135675
2,456,subject103_client3,0.9928793049927174,0.8465155292856389
2,456,subject104_client0,0.9290374764892235,1.0561315885278775
2,456,subject104_client1,0.897795309673577,0.9591624657146711
2,456,subject104_client2,0.9331497469504082,1.1289416455633519
2,456,subject104_client3,0.9613161264914857,0.8925345252914577
2,456,subject105_client0,0.8956608215261765,0.8100283026623225
2,456,subject105_client1,0.8877645563737511,1.081239651497798
2,456,subject105_client2,0.8125973025807008,1.07379757428264
2,456,subject105_client3,0.9413395765246673,1.018364772754254
2,456,subject106_client0,0.9878062331921846,1.102915914789426
2,456,subject106_client1,0.7635706719156132,0.9271222048085928
2,456,subject106_client2,0.8423888163300461,0.8595887083822894
2,456,subject106_client3,0.7531360512946165,1.0717955138280217
2,456,subject107_client0,0.7124632960973549,0.8589952814263552
2,456,subject107_client1,0.7125209706799087,0.8681040296867186
2,456,subject107_client2,0.8375298106468614,1.0124997312586101
2,456,subject107_client3,0.894573683171024,1.1427291411800742
2,456,subject108_client0,0.9187927693851783,0.8471509579847168
2,456,subject108_client1,0.7116699164364653,1.016000427199996
2,456,subject108_client2,0.8981982672608485,1.060446963767021
2,456,subject108_client3,0.9618066903182763,0.9670161029880342
3,123,subject101_client0,0.8641142407950342,0.9600945817649409
3,123,subject101_client1,0.7365401765621195,1.0422155849525834
3,123,subject101_client2,0.852541239931613,1.0299171433701715
3,123,subject101_client3,0.7010304836997105,1.1886642623203225
3,123,subject102_client0,0.7255864257401612,1.0754505403376213
3,123,subject102_client1,0.8990641940284573,0.966436616029964
3,123,subject102_client2,0.8618789924709382,1.1048659269973948
3,123,subject102_client3,0.7541309779550903,0.8372599502265644
3,123,subject103_client0,0.8554611074221729,1.1961986799409174
3,123,subject103_client1,0.8523898688590374,0.9940130046342637
3,123,subject103_client2,0.9540123783030476,1.1497397837849688
3,123,subject103_client3,0.750214127937278,1.1835888294968746
3,123,subject104_client0,0.7916762368624883,1.181063922736114
3,123,subject104_client1,0.7278916403140943,1.1967927311730704
3,123,subject104_client2,0.7174980382882097,0.9881612146978971
3,123,subject104_client3,0.7207188247964615,1.0838388073517606
3,123,subject106_client0,0.879621712658394,1.068113156054565
3,123,subject106_client1,0.951865039572508,1.043361624077467
3,123,subject106_client2,0.9287523019651092,1.1270111978524797
3,123,subject106_client3,0.8046636290049138,1.159547191252115
3,123,subject107_client0,0.750273242681982,0.939218502552151
3,123,subject107_client1,0.7166717473536919,1.01178080711677
3,123,subject107_client2,0.7477614217236564,0.9400431115263005
3,123,subject107_client3,0.8245437824876966,1.182610478744893
3,123,subject108_client0,0.8655612761640562,1.0749814871748493
3,123,subject108_client1,0.7894064380068886,1.1552447796761418
3,123,subject108_client2,0.7461582080263285,1.1100364380010996
3,123,subject108_client3,0.9346159796775949,0.8570569656062317
3,456,subject101_client0,0.8618523397731963,1.0932920268551827
3,456,subject101_client1,0.7402546569637277,1.176743849344024
3,456,subject101_client2,0.9656643633321131,1.1118382861084302
3,456,subject101_client3,0.9432574286745743,1.1794040390543592
3,456,subject102_client0,0.7348867255815696,1.054246597698446
3,456,subject102_client1,0.842590025837286,0.9981259086552804
3,456,subject102_client2,0.8909749496236272,1.0678542734999237
3,456,subject102_client3,0.7219951532480343,0.9903964917068784
3,456,subject103_client0,0.8453702371750245,0.8082232656224215
3,456,subject103_client1,0.9801251079490588,0.8427442521598741
3,456,subject103_client2,0.8992760266029597,1.199671946802428
3,456,subject103_client3,0.7714686461576337,0.8158934794880941
3,456,subject104_client0,0.7196359284426365,0.9191279325891323
3,456,subject104_client1,0.7267800430096116,0.9210784898207631
3,456,subject104_client2,0.817773315855194,1.0908957184329893
3,456,subject104_client3,0.8922556198891214,1.033622302663961
3,456,subject106_client0,0.78222968263989,1.0517472637465244
3,456,subject106_client1,0.8917888976752291,1.1445585019054745
3,456,subject106_client2,0.8504854219627616,1.1164596454135272
3,456,subject106_client3,0.7954506339863855,1.1215323432360722
3,456,subject107_client0,0.8777492292909654,0.9018442589249821
3,456,subject107_client1,0.9328080532038096,1.1423777141612663
3,456,subject107_client2,0.801419168221848,0.877820621096511
3,456,subject107_client3,0.9489503001214514,1.0476797836445053
3,456,subject108_client0,0.8035173495552564,0.8873730297701258
3,456,subject108_client1,0.8771150108884881,0.9836163251062797
3,456,subject108_client2,0.7553181493916415,1.1370184469320863
3,456,subject108_client3,0.808958991822498,0.9023362215078826
4,123,subject101_client0,0.8108640883901032,0.9679268679077863
4,123,subject101_client1,0.9166044093043146,0.9201143883135623
4,123,subject101_client2,0.9236430155642921,0.9199041039829235
4,123,subject101_client3,0.8208445544283212,1.106119688449568
4,123,subject102_client0,0.7726871330084417,0.9756330619760494
4,123,subject102_client1,0.8704715660113602,1.1152878237692245
4,123,subject102_client2,0.9090265814330067,1.0583170644876096
4,123,subject102_client3,0.962242349513905,1.0532488955632866
4,123,subject103_client0,0.8750715050346856,1.1277196649001326
4,123,subject103_client1,0.7329475260455127,0.888196599039008
4,123,subject103_client2,0.7259358066818701,0.8339917376679
4,123,subject103_client3,0.9432754015286455,1.013536215729587
4,123,subject104_client0,0.8462045480235215,0.9961915181405291
4,123,subject104_client1,0.7260222221689253,1.1878865832076864
4,123,subject104_client2,0.8868823260924962,1.0690605059885845
4,123,subject104_client3,0.8762193945016827,1.1687965886916538
4,123,subject105_client0,0.7487252977639249,0.9112665513660169
4,123,subject105_client1,0.9781485982592754,0.9024184694607564
4,123,subject105_client2,0.9317831411875561,0.9748657254782245
4,123,subject105_client3,0.753165940990833,0.8912473147040543
4,123,subject107_client0,0.8089120608570498,0.8837225854109044
4,123,subject107_client1,0.8956169944144106,0.9656157618124093
4,123,subject107_client2,0.8761584226119856,1.032566385268766
4,123,subject107_client3,0.9196925703364963,0.850245423127392
4,123,subject108_client0,0.8961572574773095,0.9294008834038261
4,123,subject108_client1,0.9923558398459407,1.141328130147434
4,123,subject108_client2,0.8695094847799986,0.9469528183040559
4,123,subject108_client3,0.7538695085387475,1.0774733944909394
4,456,subject101_client0,0.9215937132371403,0.886948616165694
4,456,subject101_client1,0.7801854844209067,1.0886562866657208
4,456,subject101_client2,0.9826001136438427,0.8112899162904342
4,456,subject101_client3,0.9778641493659842,1.0566526400079317
4,456,subject102_client0,0.7485215172836649,0.8644757403479706
4,456,subject102_client1,0.9596141719409178,1.151933955409201
4,456,subject102_client2,0.732222979446436,1.1996450966460253
4,456,subject102_client3,0.8518591707589775,0.9577158482039049
4,456,subject103_client0,0.9381714585546823,1.0445623751161122
4,456,subject103_client1,0.7647251338162497,1.1308941981033045
4,456,subject103_client2,0.8520987524414323,0.8778728847864372
4,456,subject103_client3,0.9707564716393384,0.8229425185225521
4,456,subject104_client0,0.9181805571409687,1.1437090394975202
4,456,subject104_client1,0.7519536529385511,1.1539137654391523
4,456,subject104_client2,0.7497751046228301,0.9923759474227671
4,456,subject104_client3,0.9060021420070217,1.129281655118232
4,456,subject105_client0,0.9987544409442879,0.8655272705941615
4,456,subject105_client1,0.7638828999498294,0.8419160077283557
4,456,subject105_client2,0.7245893363736811,1.1006036886653499
4,456,subject105_client3,0.9583431492122069,1.074233974750589
4,456,subject107_client0,0.7657789939953099,0.859637472010961
4,456,subject107_client1,0.7314367015912201,0.8431206173338606
4,456,subject107_client2,0.7087250216509385,0.8182516399472611
4,456,subject107_client3,0.8989357512189375,1.0013135684071441
4,456,subject108_client0,0.7799892330783926,0.9163244514440884
4,456,subject108_client1,0.869915542163789,0.836537067731663
4,456,subject108_client2,0.8225361620460727,1.150879271020759
4,456,subject108_client3,0.7453236648899705,0.8537127917557428
5,123,subject101_client0,0.7525811617846214,0.8074502509529269
5,123,subject101_client1,0.8612488632432997,0.8910077094508434
5,123,subject101_client2,0.8550325534023324,0.8016957262643783
5,123,subject101_client3,0.9407074515534997,0.910210163277259
5,123,subject102_client0,0.8547027291199658,0.9765128560890342
5,123,subject102_client1,0.8269494786684495,1.0252008653121407
5,123,subject102_client2,0.9148137662284249,1.0720904726340224
5,123,subject102_client3,0.7924267949367577,1.1975996723861757
5,123,subject103_client0,0.9699692302632996,1.1452879054338714
5,123,subject103_client1,0.963966306860638,0.8512249832658756
5,123,subject103_client2,0.9388246722112588,1.0521761097773128
5,123,subject103_client3,0.8657115797977493,1.0048633258819413
5,123,subject104_client0,0.7893835868513054,0.9603419885634431
5,123,subject104_client1,0.9346817480121746,0.8657145033517724
5,123,subject104_client2,0.9861107331897072,0.8692406399954529
5,123,subject104_client3,0.8836479122628842,1.0735513286663065
5,123,subject105_client0,0.9598475913923283,0.9800606548975158
5,123,subject105_client1,0.9296879896123604,0.817885018792379
5,123,subject105_client2,0.7564920278472351,0.8555954549214597
5,123,subject105_client3,0.9590652489338412,0.9201816767582562
5,123,subject106_client0,0.7305975333432124,1.154118869908059
5,123,subject106_client1,0.7487025734122114,1.0838976681342851
5,123,subject106_client2,0.9161100218236342,0.9122734723688254
5,123,subject106_client3,0.9524801088092877,0.8400011711084963
5,123,subject107_client0,0.8242039787959321,0.9521819436253189
5,123,subject107_client1,0.705692046146009,1.0210899065956247
5,123,subject107_client2,0.7424557740099847,0.8082151993304357
5,123,subject107_client3,0.7219624704568508,0.9167933556565585
5,456,subject101_client0,0.9605206961596269,0.9763735031643426
5,456,subject101_client1,0.730647633418505,1.1518680970925796
5,456,subject101_client2,0.7869142668313353,1.1729032119631917
5,456,subject101_client3,0.7834575042442623,1.0192011750751593
5,456,subject102_client0,0.9278241328835701,1.1192304129890367
5,456,subject102_client1,0.7653121696075905,1.0943753965342686
5,456,subject102_client2,0.9215430333097363,0.8533727586211187
5,456,subject102_client3,0.7920495326710061,1.1350706030569648
5,456,subject103_client0,0.7448811581788315,0.8794804954155155
5,456,subject103_client1,0.7563265792260178,1.145999047134484
5,456,subject103_client2,0.7752604361461205,1.0242350324266911
5,456,subject103_client3,0.752835545576403,0.9014639362104285
5,456,subject104_client0,0.8510120478715233,0.9983250792310335
5,456,subject104_client1,0.9356664202811782,0.8534732848854252
5,456,subject104_client2,0.7141076940898188,0.8347872654121393
5,456,subject104_client3,0.9178330396364378,1.1807125270289236
5,456,subject105_client0,0.8155339763539106,1.0670634916425557
5,456,subject105_client1,0.7122768894463243,1.0997684200192888
5,456,subject105_client2,0.72033845344513,0.9241670658614711
5,456,subject105_client3,0.9140481946937251,0.8209169650404345
5,456,subject106_client0,0.82520127311802,1.080752130009625
5,456,subject106_client1,0.7634924478438556,0.9798910052142911
5,456,subject106_client2,0.823900623707844,0.9194143576689078
5,456,subject106_client3,0.8976177198525763,1.1644619933222613
5,456,subject107_client0,0.9589378172294539,0.8505403597868426
5,456,subject107_client1,0.8839588124491646,0.9458575495415495
5,456,subject107_client2,0.7563052515188318,1.123566158378106
5,456,subject107_client3,0.8929352275760457,0.8738680949340014
