outer_fold,outer_test_subject,alpha,subject_id,local_client_id,global_client_id,windows,classes_present,normalized_label_entropy,dominant_class_fraction,js_divergence_from_fold
1,101,1.0,108,2,subject108_client2,418,12,0.8471205172494567,0.20813397129186603,0.09900403496020818
1,101,1.0,108,3,subject108_client3,541,12,0.9281798993105079,0.18484288354898337,0.02775046503945968
1,101,0.1,102,0,subject102_client0,131,5,0.31194770464029103,0.7480916030534351,0.6624215924569511
1,101,0.1,102,1,subject102_client1,800,7,0.67419663803372,0.23875,0.3156863887600033
1,101,0.1,102,2,subject102_client2,652,8,0.6088416098925123,0.3496932515337423,0.33092079301347477
1,101,0.1,102,3,subject102_client3,438,7,0.6208027880865202,0.3949771689497717,0.3618954587716902
1,101,0.1,103,0,subject103_client0,554,4,0.5326447556675058,0.3898916967509025,0.39450670582434566
1,101,0.1,103,1,subject103_client1,295,3,0.28516961647972544,0.7559322033898305,0.5535663436147208
1,101,0.1,103,2,subject103_client2,226,4,0.2934229423162794,0.7566371681415929,0.5815761575948788
1,101,0.1,103,3,subject103_client3,262,3,0.35906391979153285,0.6068702290076335,0.5738822775185153
1,101,0.1,104,0,subject104_client0,878,6,0.6749158846421909,0.24031890660592256,0.26627587774030514
1,101,0.1,104,1,subject104_client1,415,5,0.4232408124774932,0.5975903614457831,0.4871885305317508
1,101,0.1,104,2,subject104_client2,168,3,0.1390639331705676,0.9107142857142857,0.6850163701274273
1,101,0.1,104,3,subject104_client3,323,4,0.45074099205878454,0.3746130030959752,0.5460762160763417
1,101,0.1,105,0,subject105_client0,367,4,0.4607726898465816,0.38419618528610355,0.4438749482656771
1,101,0.1,105,1,subject105_client1,424,5,0.34512322928346356,0.5778301886792453,0.5708620723704214
1,101,0.1,105,2,subject105_client2,865,10,0.7337166738396624,0.21734104046242775,0.26111886218225655
1,101,0.1,105,3,subject105_client3,434,8,0.5914258962646928,0.3824884792626728,0.45192620543895445
1,101,0.1,106,0,subject106_client0,382,3,0.3084913285280862,0.5418848167539267,0.5844369207091316
1,101,0.1,106,1,subject106_client1,176,4,0.159200642536039,0.9034090909090909,0.6804544747505654
1,101,0.1,106,2,subject106_client2,461,5,0.48174570769839786,0.40563991323210413,0.5507011973693702
1,101,0.1,106,3,subject106_client3,908,6,0.6213856181133842,0.32158590308370044,0.30995235967003937
1,101,0.1,107,0,subject107_client0,217,4,0.2886928231851632,0.6129032258064516,0.6544564812622204
1,101,0.1,107,1,subject107_client1,321,5,0.3667856504228814,0.5389408099688473,0.5419462518886606
1,101,0.1,107,2,subject107_client2,424,8,0.56755617456543,0.5094339622641509,0.3239304481775004
1,101,0.1,107,3,subject107_client3,824,8,0.6644578068637959,0.3179611650485437,0.2784858930856122
1,101,0.1,108,0,subject108_client0,562,7,0.6506686526288936,0.35231316725978645,0.35594205403075724
1,101,0.1,108,1,subject108_client1,354,3,0.39976717677262463,0.5,0.6262305905618295
1,101,0.1,108,2,subject108_client2,593,8,0.5613574958273765,0.35075885328836426,0.33825260428210036
1,101,0.1,108,3,subject108_client3,506,4,0.4701022482780567,0.39920948616600793,0.45307477300391374
2,102,1.0,101,0,subject101_client0,613,12,0.8726480069442428,0.18433931484502447,0.11445278390084482
2,102,1.0,101,1,subject101_client1,308,12,0.9068138193582161,0.22727272727272727,0.09935076954954487
2,102,1.0,101,2,subject101_client2,542,12,0.8645755860848785,0.2140221402214022,0.17499304037593968
2,102,1.0,101,3,subject101_client3,433,12,0.8446977974661253,0.30484988452655887,0.1260148580504416
2,102,1.0,103,0,subject103_client0,561,8,0.6936941035386868,0.3404634581105169,0.20653087102549675
2,102,1.0,103,1,subject103_client1,215,7,0.6059641699894476,0.3674418604651163,0.3659701883811138
2,102,1.0,103,2,subject103_client2,203,8,0.6920338588189978,0.3054187192118227,0.27363797903222914
2,102,1.0,103,3,subject103_client3,343,8,0.708858377955708,0.31486880466472306,0.2507612315087211
2,102,1.0,104,0,subject104_client0,493,9,0.781078544374239,0.31237322515212984,0.1411834600332376
2,102,1.0,104,1,subject104_client1,371,10,0.7543030693681804,0.2587601078167116,0.233404281041363
2,102,1.0,104,2,subject104_client2,465,10,0.8251008372565319,0.23225806451612904,0.11366776855141178
2,102,1.0,104,3,subject104_client3,434,10,0.8590273783585373,0.2073732718894009,0.0919225242131977
2,102,1.0,105,0,subject105_client0,597,12,0.9156906631622855,0.17755443886097153,0.03616468769390443
2,102,1.0,105,1,subject105_client1,523,12,0.9062580821507603,0.16061185468451242,0.06822431425708231
2,102,1.0,105,2,subject105_client2,382,12,0.8904922848387441,0.1806282722513089,0.16025190579618293
2,102,1.0,105,3,subject105_client3,569,12,0.9036022073168538,0.1616871704745167,0.055812470970881954
2,102,1.0,106,0,subject106_client0,593,11,0.8614970879944771,0.23946037099494097,0.07392884893427379
2,102,1.0,106,1,subject106_client1,257,11,0.8391930991989448,0.2607003891050584,0.1641380603396741
2,102,1.0,106,2,subject106_client2,644,12,0.8953277904436451,0.14285714285714285,0.041624944658192845
2,102,1.0,106,3,subject106_client3,406,11,0.8380157876868501,0.26354679802955666,0.15204647408790273
2,102,1.0,107,0,subject107_client0,254,10,0.7728859060944664,0.2440944881889764,0.211897139509438
2,102,1.0,107,1,subject107_client1,417,11,0.7421075456765888,0.3405275779376499,0.13946825741882768
2,102,1.0,107,2,subject107_client2,467,11,0.7740612126115413,0.2676659528907923,0.14748253908628065
2,102,1.0,107,3,subject107_client3,630,11,0.8131505209196825,0.24761904761904763,0.15229549702961087
2,102,1.0,108,0,subject108_client0,656,12,0.8987951023003307,0.21798780487804878,0.07973831572845078
2,102,1.0,108,1,subject108_client1,375,12,0.872124204965757,0.22666666666666666,0.09427625478972095
2,102,1.0,108,2,subject108_client2,418,12,0.8471205172494567,0.20813397129186603,0.10140698166519793
2,102,1.0,108,3,subject108_client3,541,12,0.9281798993105079,0.18484288354898337,0.029352950005230784
2,102,0.1,101,0,subject101_client0,427,7,0.5719543599202112,0.36768149882903983,0.4044432569732962
2,102,0.1,101,1,subject101_client1,660,8,0.716686235712586,0.22575757575757577,0.3701190423813754
2,102,0.1,101,2,subject101_client2,430,6,0.5455074651860771,0.39069767441860465,0.38262867846204945
2,102,0.1,101,3,subject101_client3,397,8,0.5874850699778749,0.5214105793450882,0.3766328091052594
2,102,0.1,103,0,subject103_client0,554,4,0.5326447556675058,0.3898916967509025,0.3990224034627441
2,102,0.1,103,1,subject103_client1,295,3,0.28516961647972544,0.7559322033898305,0.5536465499567182
2,102,0.1,103,2,subject103_client2,226,4,0.2934229423162794,0.7566371681415929,0.5783539532789805
2,102,0.1,103,3,subject103_client3,262,3,0.35906391979153285,0.6068702290076335,0.5775549457945734
2,102,0.1,104,0,subject104_client0,878,6,0.6749158846421909,0.24031890660592256,0.27047298557288757
2,102,0.1,104,1,subject104_client1,415,5,0.4232408124774932,0.5975903614457831,0.4928223508362435
2,102,0.1,104,2,subject104_client2,168,3,0.1390639331705676,0.9107142857142857,0.6811442976589743
2,102,0.1,104,3,subject104_client3,323,4,0.45074099205878454,0.3746130030959752,0.54554698629187
2,102,0.1,105,0,subject105_client0,367,4,0.4607726898465816,0.38419618528610355,0.45186758267682314
2,102,0.1,105,1,subject105_client1,424,5,0.34512322928346356,0.5778301886792453,0.562844717556789
2,102,0.1,105,2,subject105_client2,865,10,0.7337166738396624,0.21734104046242775,0.25734255540517176
2,102,0.1,105,3,subject105_client3,434,8,0.5914258962646928,0.3824884792626728,0.4564998084024121
2,102,0.1,106,0,subject106_client0,382,3,0.3084913285280862,0.5418848167539267,0.5873486210039263
2,102,0.1,106,1,subject106_client1,176,4,0.159200642536039,0.9034090909090909,0.6786007299563437
2,102,0.1,106,2,subject106_client2,461,5,0.48174570769839786,0.40563991323210413,0.5395425754425217
2,102,0.1,106,3,subject106_client3,908,6,0.6213856181133842,0.32158590308370044,0.3132646276707825
2,102,0.1,107,0,subject107_client0,217,4,0.2886928231851632,0.6129032258064516,0.6605555702188447
2,102,0.1,107,1,subject107_client1,321,5,0.3667856504228814,0.5389408099688473,0.542157286720617
2,102,0.1,107,2,subject107_client2,424,8,0.56755617456543,0.5094339622641509,0.3228001679523099
2,102,0.1,107,3,subject107_client3,824,8,0.6644578068637959,0.3179611650485437,0.2820752255575771
2,102,0.1,108,0,subject108_client0,562,7,0.6506686526288936,0.35231316725978645,0.35733021462084785
2,102,0.1,108,1,subject108_client1,354,3,0.39976717677262463,0.5,0.6126829035018715
2,102,0.1,108,2,subject108_client2,593,8,0.5613574958273765,0.35075885328836426,0.33904976950763793
2,102,0.1,108,3,subject108_client3,506,4,0.4701022482780567,0.39920948616600793,0.4635596901914605
3,105,1.0,101,0,subject101_client0,613,12,0.8726480069442428,0.18433931484502447,0.11247573244094214
3,105,1.0,101,1,subject101_client1,308,12,0.9068138193582161,0.22727272727272727,0.10220644665924274
3,105,1.0,101,2,subject101_client2,542,12,0.8645755860848785,0.2140221402214022,0.17869920730491556
3,105,1.0,101,3,subject101_client3,433,12,0.8446977974661253,0.30484988452655887,0.12492941355803032
3,105,1.0,102,0,subject102_client0,442,12,0.9497828177486176,0.167420814479638,0.06480858938292587
3,105,1.0,102,1,subject102_client1,613,12,0.8946652318021215,0.22838499184339314,0.08615211206100948
3,105,1.0,102,2,subject102_client2,400,12,0.831670435976879,0.3,0.14319238595669956
3,105,1.0,102,3,subject102_client3,546,12,0.860533359197019,0.1813186813186813,0.09801953546546902
3,105,1.0,103,0,subject103_client0,561,8,0.6936941035386868,0.3404634581105169,0.20683036969650148
3,105,1.0,103,1,subject103_client1,215,7,0.6059641699894476,0.3674418604651163,0.3655543176137125
3,105,1.0,103,2,subject103_client2,203,8,0.6920338588189978,0.3054187192118227,0.2713535978229817
3,105,1.0,103,3,subject103_client3,343,8,0.708858377955708,0.31486880466472306,0.24899531800709482
3,105,1.0,104,0,subject104_client0,493,9,0.781078544374239,0.31237322515212984,0.13754498859815348
3,105,1.0,104,1,subject104_client1,371,10,0.7543030693681804,0.2587601078167116,0.230014178499288
3,105,1.0,104,2,subject104_client2,465,10,0.8251008372565319,0.23225806451612904,0.11157903652434865
3,105,1.0,104,3,subject104_client3,434,10,0.8590273783585373,0.2073732718894009,0.0883374089375415
3,105,1.0,106,0,subject106_client0,593,11,0.8614970879944771,0.23946037099494097,0.08047669038657984
3,105,1.0,106,1,subject106_client1,257,11,0.8391930991989448,0.2607003891050584,0.17273310039868667
3,105,1.0,106,2,subject106_client2,644,12,0.8953277904436451,0.14285714285714285,0.04230169643259048
3,105,1.0,106,3,subject106_client3,406,11,0.8380157876868501,0.26354679802955666,0.15482593511814524
3,105,1.0,107,0,subject107_client0,254,10,0.7728859060944664,0.2440944881889764,0.21010670486506483
3,105,1.0,107,1,subject107_client1,417,11,0.7421075456765888,0.3405275779376499,0.1406553994616799
3,105,1.0,107,2,subject107_client2,467,11,0.7740612126115413,0.2676659528907923,0.14431837083294707
3,105,1.0,107,3,subject107_client3,630,11,0.8131505209196825,0.24761904761904763,0.15023278268719992
3,105,1.0,108,0,subject108_client0,656,12,0.8987951023003307,0.21798780487804878,0.07803068638405211
3,105,1.0,108,1,subject108_client1,375,12,0.872124204965757,0.22666666666666666,0.1020822147809886
3,105,1.0,108,2,subject108_client2,418,12,0.8471205172494567,0.20813397129186603,0.09780954652093869
3,105,1.0,108,3,subject108_client3,541,12,0.9281798993105079,0.18484288354898337,0.02809292558280036
3,105,0.1,101,0,subject101_client0,427,7,0.5719543599202112,0.36768149882903983,0.41519195891566685
3,105,0.1,101,1,subject101_client1,660,8,0.716686235712586,0.22575757575757577,0.3660734872924425
3,105,0.1,101,2,subject101_client2,430,6,0.5455074651860771,0.39069767441860465,0.3786560051618495
3,105,0.1,101,3,subject101_client3,397,8,0.5874850699778749,0.5214105793450882,0.37063039885128124
3,105,0.1,102,0,subject102_client0,131,5,0.31194770464029103,0.7480916030534351,0.6577468599217526
3,105,0.1,102,1,subject102_client1,800,7,0.67419663803372,0.23875,0.3149555589510509
3,105,0.1,102,2,subject102_client2,652,8,0.6088416098925123,0.3496932515337423,0.3318505795370195
3,105,0.1,102,3,subject102_client3,438,7,0.6208027880865202,0.3949771689497717,0.3645864947673755
3,105,0.1,103,0,subject103_client0,554,4,0.5326447556675058,0.3898916967509025,0.3997821297861025
3,105,0.1,103,1,subject103_client1,295,3,0.28516961647972544,0.7559322033898305,0.5571851242243417
3,105,0.1,103,2,subject103_client2,226,4,0.2934229423162794,0.7566371681415929,0.5757329526927861
3,105,0.1,103,3,subject103_client3,262,3,0.35906391979153285,0.6068702290076335,0.5711277446774787
3,105,0.1,104,0,subject104_client0,878,6,0.6749158846421909,0.24031890660592256,0.26723931529485906
3,105,0.1,104,1,subject104_client1,415,5,0.4232408124774932,0.5975903614457831,0.488837543504719
3,105,0.1,104,2,subject104_client2,168,3,0.1390639331705676,0.9107142857142857,0.6833256164977594
3,105,0.1,104,3,subject104_client3,323,4,0.45074099205878454,0.3746130030959752,0.5441482188961941
3,105,0.1,106,0,subject106_client0,382,3,0.3084913285280862,0.5418848167539267,0.5829507661662147
3,105,0.1,106,1,subject106_client1,176,4,0.159200642536039,0.9034090909090909,0.6790909325600822
3,105,0.1,106,2,subject106_client2,461,5,0.48174570769839786,0.40563991323210413,0.5487168586929341
3,105,0.1,106,3,subject106_client3,908,6,0.6213856181133842,0.32158590308370044,0.31563914930919246
3,105,0.1,107,0,subject107_client0,217,4,0.2886928231851632,0.6129032258064516,0.6535208349474866
3,105,0.1,107,1,subject107_client1,321,5,0.3667856504228814,0.5389408099688473,0.539095701004009
3,105,0.1,107,2,subject107_client2,424,8,0.56755617456543,0.5094339622641509,0.3293002966622818
3,105,0.1,107,3,subject107_client3,824,8,0.6644578068637959,0.3179611650485437,0.27946699060065
3,105,0.1,108,0,subject108_client0,562,7,0.6506686526288936,0.35231316725978645,0.35259662289164734
3,105,0.1,108,1,subject108_client1,354,3,0.39976717677262463,0.5,0.6274384648095682
3,105,0.1,108,2,subject108_client2,593,8,0.5613574958273765,0.35075885328836426,0.3377563117430832
3,105,0.1,108,3,subject108_client3,506,4,0.4701022482780567,0.39920948616600793,0.4571916164512073
4,106,1.0,101,0,subject101_client0,613,12,0.8726480069442428,0.18433931484502447,0.11351785058256089
4,106,1.0,101,1,subject101_client1,308,12,0.9068138193582161,0.22727272727272727,0.10165882914223118
4,106,1.0,101,2,subject101_client2,542,12,0.8645755860848785,0.2140221402214022,0.17467500662281032
4,106,1.0,101,3,subject101_client3,433,12,0.8446977974661253,0.30484988452655887,0.1212240040537658
4,106,1.0,102,0,subject102_client0,442,12,0.9497828177486176,0.167420814479638,0.06268602968853276
4,106,1.0,102,1,subject102_client1,613,12,0.8946652318021215,0.22838499184339314,0.08799203631660524
4,106,1.0,102,2,subject102_client2,400,12,0.831670435976879,0.3,0.13921877001109956
4,106,1.0,102,3,subject102_client3,546,12,0.860533359197019,0.1813186813186813,0.0961961588878549
4,106,1.0,103,0,subject103_client0,561,8,0.6936941035386868,0.3404634581105169,0.21182327520902866
4,106,1.0,103,1,subject103_client1,215,7,0.6059641699894476,0.3674418604651163,0.36496663404425334
4,106,1.0,103,2,subject103_client2,203,8,0.6920338588189978,0.3054187192118227,0.2723257975498239
4,106,1.0,103,3,subject103_client3,343,8,0.708858377955708,0.31486880466472306,0.24773164479768978
4,106,1.0,104,0,subject104_client0,493,9,0.781078544374239,0.31237322515212984,0.1384640564330768
4,106,1.0,104,1,subject104_client1,371,10,0.7543030693681804,0.2587601078167116,0.23354829472819355
4,106,1.0,104,2,subject104_client2,465,10,0.8251008372565319,0.23225806451612904,0.11242662970037018
4,106,1.0,104,3,subject104_client3,434,10,0.8590273783585373,0.2073732718894009,0.09170230142455546
4,106,1.0,105,0,subject105_client0,597,12,0.9156906631622855,0.17755443886097153,0.03715609082866932
4,106,1.0,105,1,subject105_client1,523,12,0.9062580821507603,0.16061185468451242,0.07523218203761556
4,106,1.0,105,2,subject105_client2,382,12,0.8904922848387441,0.1806282722513089,0.1576430412837005
4,106,1.0,105,3,subject105_client3,569,12,0.9036022073168538,0.1616871704745167,0.05927113147125278
4,106,1.0,107,0,subject107_client0,254,10,0.7728859060944664,0.2440944881889764,0.2143432785062612
4,106,1.0,107,1,subject107_client1,417,11,0.7421075456765888,0.3405275779376499,0.1432302402202269
4,106,1.0,107,2,subject107_client2,467,11,0.7740612126115413,0.2676659528907923,0.1476692428881052
4,106,1.0,107,3,subject107_client3,630,11,0.8131505209196825,0.24761904761904763,0.15143153044622906
4,106,1.0,108,0,subject108_client0,656,12,0.8987951023003307,0.21798780487804878,0.0755813491204955
4,106,1.0,108,1,subject108_client1,375,12,0.872124204965757,0.22666666666666666,0.10361461242240488
4,106,1.0,108,2,subject108_client2,418,12,0.8471205172494567,0.20813397129186603,0.1003035596851641
4,106,1.0,108,3,subject108_client3,541,12,0.9281798993105079,0.18484288354898337,0.027379287961665232
4,106,0.1,101,0,subject101_client0,427,7,0.5719543599202112,0.36768149882903983,0.4131254687303415
4,106,0.1,101,1,subject101_client1,660,8,0.716686235712586,0.22575757575757577,0.3593492458505998
4,106,0.1,101,2,subject101_client2,430,6,0.5455074651860771,0.39069767441860465,0.38379082597229386
4,106,0.1,101,3,subject101_client3,397,8,0.5874850699778749,0.5214105793450882,0.36630314594193214
4,106,0.1,102,0,subject102_client0,131,5,0.31194770464029103,0.7480916030534351,0.6473764233537257
4,106,0.1,102,1,subject102_client1,800,7,0.67419663803372,0.23875,0.3188882556374283
4,106,0.1,102,2,subject102_client2,652,8,0.6088416098925123,0.3496932515337423,0.33235616906469906
4,106,0.1,102,3,subject102_client3,438,7,0.6208027880865202,0.3949771689497717,0.3644995760779573
4,106,0.1,103,0,subject103_client0,554,4,0.5326447556675058,0.3898916967509025,0.4022236921323937
4,106,0.1,103,1,subject103_client1,295,3,0.28516961647972544,0.7559322033898305,0.553901647728453
4,106,0.1,103,2,subject103_client2,226,4,0.2934229423162794,0.7566371681415929,0.5763600747276503
4,106,0.1,103,3,subject103_client3,262,3,0.35906391979153285,0.6068702290076335,0.5738681080574135
4,106,0.1,104,0,subject104_client0,878,6,0.6749158846421909,0.24031890660592256,0.27456501458256544
4,106,0.1,104,1,subject104_client1,415,5,0.4232408124774932,0.5975903614457831,0.4853554755063072
4,106,0.1,104,2,subject104_client2,168,3,0.1390639331705676,0.9107142857142857,0.6817727242785929
4,106,0.1,104,3,subject104_client3,323,4,0.45074099205878454,0.3746130030959752,0.5416339421685423
4,106,0.1,105,0,subject105_client0,367,4,0.4607726898465816,0.38419618528610355,0.4501630039424723
4,106,0.1,105,1,subject105_client1,424,5,0.34512322928346356,0.5778301886792453,0.5837382078125612
4,106,0.1,105,2,subject105_client2,865,10,0.7337166738396624,0.21734104046242775,0.25147157331435793
4,106,0.1,105,3,subject105_client3,434,8,0.5914258962646928,0.3824884792626728,0.4468869613191253
4,106,0.1,107,0,subject107_client0,217,4,0.2886928231851632,0.6129032258064516,0.655596838174915
4,106,0.1,107,1,subject107_client1,321,5,0.3667856504228814,0.5389408099688473,0.5404482520750198
4,106,0.1,107,2,subject107_client2,424,8,0.56755617456543,0.5094339622641509,0.3356237049856491
4,106,0.1,107,3,subject107_client3,824,8,0.6644578068637959,0.3179611650485437,0.2790070566089756
4,106,0.1,108,0,subject108_client0,562,7,0.6506686526288936,0.35231316725978645,0.3462898397550638
4,106,0.1,108,1,subject108_client1,354,3,0.39976717677262463,0.5,0.625388709948568
4,106,0.1,108,2,subject108_client2,593,8,0.5613574958273765,0.35075885328836426,0.34584778839089747
4,106,0.1,108,3,subject108_client3,506,4,0.4701022482780567,0.39920948616600793,0.45731196543954505
5,108,1.0,101,0,subject101_client0,613,12,0.8726480069442428,0.18433931484502447,0.11291495553932945
5,108,1.0,101,1,subject101_client1,308,12,0.9068138193582161,0.22727272727272727,0.09992668374371909
5,108,1.0,101,2,subject101_client2,542,12,0.8645755860848785,0.2140221402214022,0.17637067556421102
5,108,1.0,101,3,subject101_client3,433,12,0.8446977974661253,0.30484988452655887,0.1248970113531279
5,108,1.0,102,0,subject102_client0,442,12,0.9497828177486176,0.167420814479638,0.06555764352209376
5,108,1.0,102,1,subject102_client1,613,12,0.8946652318021215,0.22838499184339314,0.08679834054280687
5,108,1.0,102,2,subject102_client2,400,12,0.831670435976879,0.3,0.1406681782920403
5,108,1.0,102,3,subject102_client3,546,12,0.860533359197019,0.1813186813186813,0.10201606468214447
5,108,1.0,103,0,subject103_client0,561,8,0.6936941035386868,0.3404634581105169,0.20958945230470746
5,108,1.0,103,1,subject103_client1,215,7,0.6059641699894476,0.3674418604651163,0.3649951223062578
5,108,1.0,103,2,subject103_client2,203,8,0.6920338588189978,0.3054187192118227,0.2697540572164826
5,108,1.0,103,3,subject103_client3,343,8,0.708858377955708,0.31486880466472306,0.2469734304796384
5,108,1.0,104,0,subject104_client0,493,9,0.781078544374239,0.31237322515212984,0.14103790651519515
5,108,1.0,104,1,subject104_client1,371,10,0.7543030693681804,0.2587601078167116,0.22933978138011113
5,108,1.0,104,2,subject104_client2,465,10,0.8251008372565319,0.23225806451612904,0.11444869475069841
5,108,1.0,104,3,subject104_client3,434,10,0.8590273783585373,0.2073732718894009,0.08961978353290845
5,108,1.0,105,0,subject105_client0,597,12,0.9156906631622855,0.17755443886097153,0.037466236038269284
5,108,1.0,105,1,subject105_client1,523,12,0.9062580821507603,0.16061185468451242,0.07059160552971104
5,108,1.0,105,2,subject105_client2,382,12,0.8904922848387441,0.1806282722513089,0.15937058654530686
5,108,1.0,105,3,subject105_client3,569,12,0.9036022073168538,0.1616871704745167,0.05823838783625475
5,108,1.0,106,0,subject106_client0,593,11,0.8614970879944771,0.23946037099494097,0.07958381963638705
5,108,1.0,106,1,subject106_client1,257,11,0.8391930991989448,0.2607003891050584,0.16758988538194805
5,108,1.0,106,2,subject106_client2,644,12,0.8953277904436451,0.14285714285714285,0.04376763589251547
5,108,1.0,106,3,subject106_client3,406,11,0.8380157876868501,0.26354679802955666,0.15191276454495142
5,108,1.0,107,0,subject107_client0,254,10,0.7728859060944664,0.2440944881889764,0.20838969676922597
5,108,1.0,107,1,subject107_client1,417,11,0.7421075456765888,0.3405275779376499,0.14286513863085404
5,108,1.0,107,2,subject107_client2,467,11,0.7740612126115413,0.2676659528907923,0.1475561350286575
5,108,1.0,107,3,subject107_client3,630,11,0.8131505209196825,0.24761904761904763,0.1518276759669805
5,108,0.1,101,0,subject101_client0,427,7,0.5719543599202112,0.36768149882903983,0.4101846257536491
5,108,0.1,101,1,subject101_client1,660,8,0.716686235712586,0.22575757575757577,0.3638393523845831
5,108,0.1,101,2,subject101_client2,430,6,0.5455074651860771,0.39069767441860465,0.38420555337419626
5,108,0.1,101,3,subject101_client3,397,8,0.5874850699778749,0.5214105793450882,0.3723000962325289
5,108,0.1,102,0,subject102_client0,131,5,0.31194770464029103,0.7480916030534351,0.6606446507478991
5,108,0.1,102,1,subject102_client1,800,7,0.67419663803372,0.23875,0.3168998049849868
5,108,0.1,102,2,subject102_client2,652,8,0.6088416098925123,0.3496932515337423,0.3338557125557876
5,108,0.1,102,3,subject102_client3,438,7,0.6208027880865202,0.3949771689497717,0.361204420230904
5,108,0.1,103,0,subject103_client0,554,4,0.5326447556675058,0.3898916967509025,0.4004346373625776
5,108,0.1,103,1,subject103_client1,295,3,0.28516961647972544,0.7559322033898305,0.5548961597058062
5,108,0.1,103,2,subject103_client2,226,4,0.2934229423162794,0.7566371681415929,0.575476427447593
5,108,0.1,103,3,subject103_client3,262,3,0.35906391979153285,0.6068702290076335,0.5726251527547475
5,108,0.1,104,0,subject104_client0,878,6,0.6749158846421909,0.24031890660592256,0.2710671578809392
5,108,0.1,104,1,subject104_client1,415,5,0.4232408124774932,0.5975903614457831,0.488456002527213
5,108,0.1,104,2,subject104_client2,168,3,0.1390639331705676,0.9107142857142857,0.6829072291845713
5,108,0.1,104,3,subject104_client3,323,4,0.45074099205878454,0.3746130030959752,0.5422812054710999
5,108,0.1,105,0,subject105_client0,367,4,0.4607726898465816,0.38419618528610355,0.4515707041159057
5,108,0.1,105,1,subject105_client1,424,5,0.34512322928346356,0.5778301886792453,0.5725502703152751
5,108,0.1,105,2,subject105_client2,865,10,0.7337166738396624,0.21734104046242775,0.25867471587615515
5,108,0.1,105,3,subject105_client3,434,8,0.5914258962646928,0.3824884792626728,0.44666037942419246
5,108,0.1,106,0,subject106_client0,382,3,0.3084913285280862,0.5418848167539267,0.5865399500502361
5,108,0.1,106,1,subject106_client1,176,4,0.159200642536039,0.9034090909090909,0.6790509282736169
5,108,0.1,106,2,subject106_client2,461,5,0.48174570769839786,0.40563991323210413,0.5426920605503036
5,108,0.1,106,3,subject106_client3,908,6,0.6213856181133842,0.32158590308370044,0.3150092625928871
5,108,0.1,107,0,subject107_client0,217,4,0.2886928231851632,0.6129032258064516,0.6539416178357074
5,108,0.1,107,1,subject107_client1,321,5,0.3667856504228814,0.5389408099688473,0.5433816445256695
5,108,0.1,107,2,subject107_client2,424,8,0.56755617456543,0.5094339622641509,0.3283562931383994
