alpha,alpha_label,subject_id,local_client_id,global_client_id,row_index,activity_index,activity_name,start_timestamp_s
0.1,alpha0p1,101,3,subject101_client3,11046,0,lying,78.62
0.1,alpha0p1,101,3,subject101_client3,11047,0,lying,79.9
0.1,alpha0p1,101,3,subject101_client3,11048,0,lying,81.18
0.1,alpha0p1,101,3,subject101_client3,11049,0,lying,82.46
0.1,alpha0p1,101,3,subject101_client3,11050,0,lying,83.74
0.1,alpha0p1,101,3,subject101_client3,11051,0,lying,85.02
0.1,alpha0p1,101,3,subject101_client3,11052,0,lying,86.3
0.1,alpha0p1,101,3,subject101_client3,11053,0,lying,87.58
0.1,alpha0p1,101,3,subject101_client3,11054,0,lying,88.86
0.1,alpha0p1,101,3,subject101_client3,11055,0,lying,90.14
0.1,alpha0p1,101,3,subject101_client3,11056,0,lying,91.42
0.1,alpha0p1,101,3,subject101_client3,11057,0,lying,92.7
0.1,alpha0p1,101,3,subject101_client3,11058,0,lying,93.98
0.1,alpha0p1,101,3,subject101_client3,11059,0,lying,95.26
0.1,alpha0p1,101,3,subject101_client3,11060,0,lying,96.54
0.1,alpha0p1,101,3,subject101_client3,11061,0,lying,97.82
0.1,alpha0p1,101,3,subject101_client3,11062,0,lying,99.1
0.1,alpha0p1,101,3,subject101_client3,11063,0,lying,100.38
0.1,alpha0p1,101,3,subject101_client3,11064,0,lying,101.66
0.1,alpha0p1,101,3,subject101_client3,11065,0,lying,102.94
0.1,alpha0p1,101,3,subject101_client3,11066,0,lying,104.22
0.1,alpha0p1,101,3,subject101_client3,11067,0,lying,105.5
0.1,alpha0p1,101,3,subject101_client3,11068,0,lying,106.78
0.1,alpha0p1,101,3,subject101_client3,11069,0,lying,108.06
0.1,alpha0p1,101,3,subject101_client3,11070,0,lying,109.34
0.1,alpha0p1,101,3,subject101_client3,11071,0,lying,110.62
0.1,alpha0p1,101,3,subject101_client3,11072,0,lying,111.9
0.1,alpha0p1,101,3,subject101_client3,11073,0,lying,113.18
0.1,alpha0p1,101,3,subject101_client3,11074,0,lying,114.46
0.1,alpha0p1,101,3,subject101_client3,11075,0,lying,115.74
0.1,alpha0p1,101,3,subject101_client3,11076,0,lying,117.02
0.1,alpha0p1,101,3,subject101_client3,11077,0,lying,118.3
0.1,alpha0p1,101,3,subject101_client3,11078,0,lying,119.58
0.1,alpha0p1,101,3,subject101_client3,11079,0,lying,120.86
0.1,alpha0p1,101,3,subject101_client3,11080,0,lying,122.14
0.1,alpha0p1,101,3,subject101_client3,11081,0,lying,123.42
0.1,alpha0p1,101,3,subject101_client3,11082,0,lying,124.7
0.1,alpha0p1,101,3,subject101_client3,11083,0,lying,125.98
0.1,alpha0p1,101,3,subject101_client3,11084,0,lying,127.26
0.1,alpha0p1,101,3,subject101_client3,11085,0,lying,128.54
0.1,alpha0p1,101,3,subject101_client3,11086,0,lying,129.82
0.1,alpha0p1,101,3,subject101_client3,11087,0,lying,131.1
0.1,alpha0p1,101,3,subject101_client3,11088,0,lying,132.38
0.1,alpha0p1,101,3,subject101_client3,11089,0,lying,133.66
0.1,alpha0p1,101,3,subject101_client3,11090,0,lying,134.94
0.1,alpha0p1,101,3,subject101_client3,11091,0,lying,136.22
0.1,alpha0p1,101,3,subject101_client3,11092,0,lying,137.5
0.1,alpha0p1,101,3,subject101_client3,11093,0,lying,138.78
0.1,alpha0p1,101,3,subject101_client3,11094,0,lying,140.06
0.1,alpha0p1,101,3,subject101_client3,11095,0,lying,141.34
0.1,alpha0p1,101,3,subject101_client3,11096,0,lying,142.62
0.1,alpha0p1,101,3,subject101_client3,11097,0,lying,143.9
0.1,alpha0p1,101,3,subject101_client3,11098,0,lying,145.18
0.1,alpha0p1,101,3,subject101_client3,11099,0,lying,146.46
0.1,alpha0p1,101,3,subject101_client3,11100,0,lying,147.74
0.1,alpha0p1,101,3,subject101_client3,11101,0,lying,149.02
0.1,alpha0p1,101,3,subject101_client3,11102,0,lying,150.3
0.1,alpha0p1,101,3,subject101_client3,11103,0,lying,151.58
0.1,alpha0p1,101,3,subject101_client3,11104,0,lying,152.86
0.1,alpha0p1,101,3,subject101_client3,11105,0,lying,154.14
0.1,alpha0p1,101,3,subject101_client3,11106,0,lying,155.42
0.1,alpha0p1,101,3,subject101_client3,11107,0,lying,156.7
0.1,alpha0p1,101,3,subject101_client3,11108,0,lying,157.98
0.1,alpha0p1,101,3,subject101_client3,11109,0,lying,159.26
0.1,alpha0p1,101,3,subject101_client3,11110,0,lying,160.54
0.1,alpha0p1,101,3,subject101_client3,11111,0,lying,161.82
0.1,alpha0p1,101,3,subject101_client3,11112,0,lying,163.1
0.1,alpha0p1,101,3,subject101_client3,11113,0,lying,164.38
0.1,alpha0p1,101,3,subject101_client3,11114,0,lying,165.66
0.1,alpha0p1,101,3,subject101_client3,11115,0,lying,166.94
0.1,alpha0p1,101,3,subject101_client3,11116,0,lying,168.22
0.1,alpha0p1,101,3,subject101_client3,11117,0,lying,169.5
0.1,alpha0p1,101,3,subject101_client3,11118,0,lying,170.78
0.1,alpha0p1,101,3,subject101_client3,11119,0,lying,172.06
0.1,alpha0p1,101,3,subject101_client3,11120,0,lying,173.34
0.1,alpha0p1,101,3,subject101_client3,11121,0,lying,174.62
0.1,alpha0p1,101,3,subject101_client3,11122,0,lying,175.9
0.1,alpha0p1,101,3,subject101_client3,11123,0,lying,177.18
0.1,alpha0p1,101,3,subject101_client3,11124,0,lying,178.46
0.1,alpha0p1,101,3,subject101_client3,11125,0,lying,179.74
0.1,alpha0p1,101,3,subject101_client3,11126,0,lying,181.02
0.1,alpha0p1,101,3,subject101_client3,11127,0,lying,182.3
0.1,alpha0p1,101,3,subject101_client3,11128,0,lying,183.58
0.1,alpha0p1,101,3,subject101_client3,11129,0,lying,184.86
0.1,alpha0p1,101,3,subject101_client3,11130,0,lying,186.14
0.1,alpha0p1,101,3,subject101_client3,11131,0,lying,187.42
0.1,alpha0p1,101,3,subject101_client3,11132,0,lying,188.7
0.1,alpha0p1,101,3,subject101_client3,11133,0,lying,189.98
0.1,alpha0p1,101,3,subject101_client3,11134,0,lying,191.26
0.1,alpha0p1,101,3,subject101_client3,11135,0,lying,192.54
0.1,alpha0p1,101,3,subject101_client3,11136,0,lying,193.82
0.1,alpha0p1,101,3,subject101_client3,11137,0,lying,195.1
0.1,alpha0p1,101,3,subject101_client3,11138,0,lying,196.38
0.1,alpha0p1,101,3,subject101_client3,11139,0,lying,197.66
0.1,alpha0p1,101,3,subject101_client3,11140,0,lying,198.94
0.1,alpha0p1,101,3,subject101_client3,11141,0,lying,200.22
0.1,alpha0p1,101,3,subject101_client3,11142,0,lying,201.5
0.1,alpha0p1,101,3,subject101_client3,11143,0,lying,202.78
0.1,alpha0p1,101,3,subject101_client3,11144,0,lying,204.06
0.1,alpha0p1,101,3,subject101_client3,11145,0,lying,205.34
0.1,alpha0p1,101,3,subject101_client3,11146,0,lying,206.62
0.1,alpha0p1,101,3,subject101_client3,11147,0,lying,207.9
0.1,alpha0p1,101,3,subject101_client3,11148,0,lying,209.18
0.1,alpha0p1,101,3,subject101_client3,11149,0,lying,210.46
0.1,alpha0p1,101,3,subject101_client3,11150,0,lying,211.74
0.1,alpha0p1,101,3,subject101_client3,11151,0,lying,213.02
0.1,alpha0p1,101,3,subject101_client3,11152,0,lying,214.3
0.1,alpha0p1,101,3,subject101_client3,11153,0,lying,215.58
0.1,alpha0p1,101,3,subject101_client3,11154,0,lying,216.86
0.1,alpha0p1,101,3,subject101_client3,11155,0,lying,218.14
0.1,alpha0p1,101,3,subject101_client3,11156,0,lying,219.42
0.1,alpha0p1,101,3,subject101_client3,11157,0,lying,220.7
0.1,alpha0p1,101,3,subject101_client3,11158,0,lying,221.98
0.1,alpha0p1,101,3,subject101_client3,11159,0,lying,223.26
0.1,alpha0p1,101,3,subject101_client3,11160,0,lying,224.54
0.1,alpha0p1,101,3,subject101_client3,11161,0,lying,225.82
0.1,alpha0p1,101,3,subject101_client3,11162,0,lying,227.1
0.1,alpha0p1,101,3,subject101_client3,11163,0,lying,228.38
0.1,alpha0p1,101,3,subject101_client3,11164,0,lying,229.66
0.1,alpha0p1,101,3,subject101_client3,11165,0,lying,230.94
0.1,alpha0p1,101,3,subject101_client3,11166,0,lying,232.22
0.1,alpha0p1,101,3,subject101_client3,11167,0,lying,233.5
0.1,alpha0p1,101,3,subject101_client3,11168,0,lying,234.78
0.1,alpha0p1,101,3,subject101_client3,11169,0,lying,236.06
0.1,alpha0p1,101,3,subject101_client3,11170,0,lying,237.34
0.1,alpha0p1,101,3,subject101_client3,11171,0,lying,238.62
0.1,alpha0p1,101,3,subject101_client3,11172,0,lying,239.9
0.1,alpha0p1,101,3,subject101_client3,11173,0,lying,241.18
0.1,alpha0p1,101,3,subject101_client3,11174,0,lying,242.46
0.1,alpha0p1,101,3,subject101_client3,11175,0,lying,243.74
0.1,alpha0p1,101,3,subject101_client3,11176,0,lying,245.02
0.1,alpha0p1,101,3,subject101_client3,11177,0,lying,246.3
0.1,alpha0p1,101,3,subject101_client3,11178,0,lying,247.58
0.1,alpha0p1,101,3,subject101_client3,11179,0,lying,248.86
0.1,alpha0p1,101,3,subject101_client3,11180,0,lying,250.14
0.1,alpha0p1,101,3,subject101_client3,11181,0,lying,251.42
0.1,alpha0p1,101,3,subject101_client3,11182,0,lying,252.7
0.1,alpha0p1,101,3,subject101_client3,11183,0,lying,253.98
0.1,alpha0p1,101,3,subject101_client3,11184,0,lying,255.26
0.1,alpha0p1,101,3,subject101_client3,11185,0,lying,256.54
0.1,alpha0p1,101,3,subject101_client3,11186,0,lying,257.82
0.1,alpha0p1,101,3,subject101_client3,11187,0,lying,259.1
0.1,alpha0p1,101,3,subject101_client3,11188,0,lying,260.38
0.1,alpha0p1,101,3,subject101_client3,11189,0,lying,261.66
0.1,alpha0p1,101,3,subject101_client3,11190,0,lying,262.94
0.1,alpha0p1,101,3,subject101_client3,11191,0,lying,264.22
0.1,alpha0p1,101,3,subject101_client3,11192,0,lying,265.5
0.1,alpha0p1,101,3,subject101_client3,11193,0,lying,266.78
0.1,alpha0p1,101,3,subject101_client3,11194,0,lying,268.06
0.1,alpha0p1,101,3,subject101_client3,11195,0,lying,269.34
0.1,alpha0p1,101,3,subject101_client3,11196,0,lying,270.62
0.1,alpha0p1,101,3,subject101_client3,11197,0,lying,271.9
0.1,alpha0p1,101,3,subject101_client3,11198,0,lying,273.18
0.1,alpha0p1,101,3,subject101_client3,11199,0,lying,274.46
0.1,alpha0p1,101,3,subject101_client3,11200,0,lying,275.74
0.1,alpha0p1,101,3,subject101_client3,11201,0,lying,277.02
0.1,alpha0p1,101,3,subject101_client3,11202,0,lying,278.3
0.1,alpha0p1,101,3,subject101_client3,11203,0,lying,279.58
0.1,alpha0p1,101,3,subject101_client3,11204,0,lying,280.86
0.1,alpha0p1,101,3,subject101_client3,11205,0,lying,282.14
0.1,alpha0p1,101,3,subject101_client3,11206,0,lying,283.42
0.1,alpha0p1,101,3,subject101_client3,11207,0,lying,284.7
0.1,alpha0p1,101,3,subject101_client3,11208,0,lying,285.98
0.1,alpha0p1,101,3,subject101_client3,11209,0,lying,287.26
0.1,alpha0p1,101,3,subject101_client3,11210,0,lying,288.54
0.1,alpha0p1,101,3,subject101_client3,11211,0,lying,289.82
0.1,alpha0p1,101,3,subject101_client3,11212,0,lying,291.1
0.1,alpha0p1,101,3,subject101_client3,11213,0,lying,292.38
0.1,alpha0p1,101,3,subject101_client3,11214,0,lying,293.66
0.1,alpha0p1,101,3,subject101_client3,11215,0,lying,294.94
0.1,alpha0p1,101,3,subject101_client3,11216,0,lying,296.22
0.1,alpha0p1,101,3,subject101_client3,11217,0,lying,297.5
0.1,alpha0p1,101,3,subject101_client3,11218,0,lying,298.78
0.1,alpha0p1,101,3,subject101_client3,11219,0,lying,300.06
0.1,alpha0p1,101,3,subject101_client3,11220,0,lying,301.34
0.1,alpha0p1,101,2,subject101_client2,11222,0,lying,303.9
0.1,alpha0p1,101,2,subject101_client2,11223,0,lying,305.18
0.1,alpha0p1,101,2,subject101_client2,11224,0,lying,306.46
0.1,alpha0p1,101,3,subject101_client3,11225,1,sitting,309.53
0.1,alpha0p1,101,3,subject101_client3,11226,1,sitting,310.81
0.1,alpha0p1,101,1,subject101_client1,11228,1,sitting,313.37
0.1,alpha0p1,101,1,subject101_client1,11229,1,sitting,314.65
0.1,alpha0p1,101,1,subject101_client1,11230,1,sitting,315.93
0.1,alpha0p1,101,1,subject101_client1,11231,1,sitting,317.21
0.1,alpha0p1,101,1,subject101_client1,11232,1,sitting,318.49
0.1,alpha0p1,101,1,subject101_client1,11233,1,sitting,319.77
0.1,alpha0p1,101,1,subject101_client1,11234,1,sitting,321.05
0.1,alpha0p1,101,1,subject101_client1,11235,1,sitting,322.33
0.1,alpha0p1,101,1,subject101_client1,11236,1,sitting,323.61
0.1,alpha0p1,101,1,subject101_client1,11237,1,sitting,324.89
0.1,alpha0p1,101,1,subject101_client1,11238,1,sitting,326.17
0.1,alpha0p1,101,1,subject101_client1,11239,1,sitting,327.45
0.1,alpha0p1,101,1,subject101_client1,11240,1,sitting,328.73
0.1,alpha0p1,101,1,subject101_client1,11241,1,sitting,330.01
0.1,alpha0p1,101,1,subject101_client1,11242,1,sitting,331.29
0.1,alpha0p1,101,1,subject101_client1,11243,1,sitting,332.57
0.1,alpha0p1,101,1,subject101_client1,11244,1,sitting,333.85
0.1,alpha0p1,101,1,subject101_client1,11245,1,sitting,335.13
0.1,alpha0p1,101,1,subject101_client1,11246,1,sitting,336.41
0.1,alpha0p1,101,1,subject101_client1,11247,1,sitting,337.69
0.1,alpha0p1,101,1,subject101_client1,11248,1,sitting,338.97
0.1,alpha0p1,101,1,subject101_client1,11249,1,sitting,340.25
0.1,alpha0p1,101,1,subject101_client1,11250,1,sitting,341.53
0.1,alpha0p1,101,1,subject101_client1,11251,1,sitting,342.81
0.1,alpha0p1,101,1,subject101_client1,11252,1,sitting,344.09
0.1,alpha0p1,101,1,subject101_client1,11253,1,sitting,345.37
0.1,alpha0p1,101,1,subject101_client1,11254,1,sitting,346.65
0.1,alpha0p1,101,1,subject101_client1,11255,1,sitting,347.93
0.1,alpha0p1,101,1,subject101_client1,11256,1,sitting,349.21
0.1,alpha0p1,101,1,subject101_client1,11257,1,sitting,350.49
0.1,alpha0p1,101,1,subject101_client1,11258,1,sitting,351.77
0.1,alpha0p1,101,1,subject101_client1,11259,1,sitting,353.05
0.1,alpha0p1,101,1,subject101_client1,11260,1,sitting,354.33
0.1,alpha0p1,101,1,subject101_client1,11261,1,sitting,355.61
0.1,alpha0p1,101,1,subject101_client1,11262,1,sitting,356.89
0.1,alpha0p1,101,1,subject101_client1,11263,1,sitting,358.17
0.1,alpha0p1,101,1,subject101_client1,11264,1,sitting,359.45
0.1,alpha0p1,101,1,subject101_client1,11265,1,sitting,360.73
0.1,alpha0p1,101,1,subject101_client1,11266,1,sitting,362.01
0.1,alpha0p1,101,1,subject101_client1,11267,1,sitting,363.29
0.1,alpha0p1,101,1,subject101_client1,11268,1,sitting,364.57
0.1,alpha0p1,101,1,subject101_client1,11269,1,sitting,365.85
0.1,alpha0p1,101,1,subject101_client1,11270,1,sitting,367.13
0.1,alpha0p1,101,1,subject101_client1,11271,1,sitting,368.41
0.1,alpha0p1,101,1,subject101_client1,11272,1,sitting,369.69
0.1,alpha0p1,101,1,subject101_client1,11273,1,sitting,370.97
0.1,alpha0p1,101,1,subject101_client1,11274,1,sitting,372.25
0.1,alpha0p1,101,1,subject101_client1,11275,1,sitting,373.53
0.1,alpha0p1,101,1,subject101_client1,11276,1,sitting,374.81
0.1,alpha0p1,101,1,subject101_client1,11277,1,sitting,376.09
0.1,alpha0p1,101,1,subject101_client1,11278,1,sitting,377.37
0.1,alpha0p1,101,1,subject101_client1,11279,1,sitting,378.65
0.1,alpha0p1,101,1,subject101_client1,11280,1,sitting,379.93
0.1,alpha0p1,101,1,subject101_client1,11281,1,sitting,381.21
0.1,alpha0p1,101,1,subject101_client1,11282,1,sitting,382.49
0.1,alpha0p1,101,1,subject101_client1,11283,1,sitting,383.77
0.1,alpha0p1,101,1,subject101_client1,11284,1,sitting,385.05
0.1,alpha0p1,101,1,subject101_client1,11285,1,sitting,386.33
0.1,alpha0p1,101,1,subject101_client1,11286,1,sitting,387.61
0.1,alpha0p1,101,1,subject101_client1,11287,1,sitting,388.89
0.1,alpha0p1,101,1,subject101_client1,11288,1,sitting,390.17
0.1,alpha0p1,101,1,subject101_client1,11289,1,sitting,391.45
0.1,alpha0p1,101,1,subject101_client1,11290,1,sitting,392.73
0.1,alpha0p1,101,1,subject101_client1,11291,1,sitting,394.01
0.1,alpha0p1,101,1,subject101_client1,11292,1,sitting,395.29
0.1,alpha0p1,101,1,subject101_client1,11293,1,sitting,396.57
0.1,alpha0p1,101,1,subject101_client1,11294,1,sitting,397.85
0.1,alpha0p1,101,1,subject101_client1,11295,1,sitting,399.13
0.1,alpha0p1,101,1,subject101_client1,11296,1,sitting,400.41
0.1,alpha0p1,101,1,subject101_client1,11297,1,sitting,401.69
0.1,alpha0p1,101,1,subject101_client1,11298,1,sitting,402.97
0.1,alpha0p1,101,1,subject101_client1,11299,1,sitting,404.25
0.1,alpha0p1,101,1,subject101_client1,11300,1,sitting,405.53
0.1,alpha0p1,101,1,subject101_client1,11301,1,sitting,406.81
0.1,alpha0p1,101,1,subject101_client1,11302,1,sitting,408.09
0.1,alpha0p1,101,1,subject101_client1,11303,1,sitting,409.37
0.1,alpha0p1,101,1,subject101_client1,11304,1,sitting,410.65
0.1,alpha0p1,101,1,subject101_client1,11305,1,sitting,411.93
0.1,alpha0p1,101,1,subject101_client1,11306,1,sitting,413.21
0.1,alpha0p1,101,1,subject101_client1,11307,1,sitting,414.49
0.1,alpha0p1,101,1,subject101_client1,11308,1,sitting,415.77
0.1,alpha0p1,101,1,subject101_client1,11309,1,sitting,417.05
0.1,alpha0p1,101,1,subject101_client1,11310,1,sitting,418.33
0.1,alpha0p1,101,1,subject101_client1,11311,1,sitting,419.61
0.1,alpha0p1,101,1,subject101_client1,11312,1,sitting,420.89
0.1,alpha0p1,101,1,subject101_client1,11313,1,sitting,422.17
0.1,alpha0p1,101,1,subject101_client1,11314,1,sitting,423.45
0.1,alpha0p1,101,1,subject101_client1,11315,1,sitting,424.73
0.1,alpha0p1,101,1,subject101_client1,11316,1,sitting,426.01
0.1,alpha0p1,101,1,subject101_client1,11317,1,sitting,427.29
0.1,alpha0p1,101,1,subject101_client1,11318,1,sitting,428.57
0.1,alpha0p1,101,1,subject101_client1,11319,1,sitting,429.85
0.1,alpha0p1,101,1,subject101_client1,11320,1,sitting,431.13
0.1,alpha0p1,101,1,subject101_client1,11321,1,sitting,432.41
0.1,alpha0p1,101,1,subject101_client1,11322,1,sitting,433.69
0.1,alpha0p1,101,1,subject101_client1,11323,1,sitting,434.97
0.1,alpha0p1,101,1,subject101_client1,11324,1,sitting,436.25
0.1,alpha0p1,101,1,subject101_client1,11325,1,sitting,437.53
0.1,alpha0p1,101,1,subject101_client1,11326,1,sitting,438.81
0.1,alpha0p1,101,1,subject101_client1,11327,1,sitting,440.09
0.1,alpha0p1,101,1,subject101_client1,11328,1,sitting,441.37
0.1,alpha0p1,101,1,subject101_client1,11329,1,sitting,442.65
0.1,alpha0p1,101,1,subject101_client1,11330,1,sitting,443.93
0.1,alpha0p1,101,1,subject101_client1,11331,1,sitting,445.21
0.1,alpha0p1,101,1,subject101_client1,11332,1,sitting,446.49
0.1,alpha0p1,101,1,subject101_client1,11333,1,sitting,447.77
0.1,alpha0p1,101,1,subject101_client1,11334,1,sitting,449.05
0.1,alpha0p1,101,1,subject101_client1,11335,1,sitting,450.33
0.1,alpha0p1,101,1,subject101_client1,11336,1,sitting,451.61
0.1,alpha0p1,101,1,subject101_client1,11337,1,sitting,452.89
0.1,alpha0p1,101,1,subject101_client1,11338,1,sitting,454.17
0.1,alpha0p1,101,1,subject101_client1,11339,1,sitting,455.45
0.1,alpha0p1,101,1,subject101_client1,11340,1,sitting,456.73
0.1,alpha0p1,101,1,subject101_client1,11341,1,sitting,458.01
0.1,alpha0p1,101,1,subject101_client1,11342,1,sitting,459.29
0.1,alpha0p1,101,1,subject101_client1,11343,1,sitting,460.57
0.1,alpha0p1,101,1,subject101_client1,11344,1,sitting,461.85
0.1,alpha0p1,101,1,subject101_client1,11345,1,sitting,463.13
0.1,alpha0p1,101,1,subject101_client1,11346,1,sitting,464.41
0.1,alpha0p1,101,1,subject101_client1,11347,1,sitting,465.69
0.1,alpha0p1,101,1,subject101_client1,11348,1,sitting,466.97
0.1,alpha0p1,101,1,subject101_client1,11349,1,sitting,468.25
0.1,alpha0p1,101,1,subject101_client1,11350,1,sitting,469.53
0.1,alpha0p1,101,1,subject101_client1,11351,1,sitting,470.81
0.1,alpha0p1,101,1,subject101_client1,11352,1,sitting,472.09
0.1,alpha0p1,101,1,subject101_client1,11353,1,sitting,473.37
0.1,alpha0p1,101,1,subject101_client1,11354,1,sitting,474.65
0.1,alpha0p1,101,1,subject101_client1,11355,1,sitting,475.93
0.1,alpha0p1,101,1,subject101_client1,11356,1,sitting,477.21
0.1,alpha0p1,101,1,subject101_client1,11357,1,sitting,478.49
0.1,alpha0p1,101,1,subject101_client1,11358,1,sitting,479.77
0.1,alpha0p1,101,1,subject101_client1,11359,1,sitting,481.05
0.1,alpha0p1,101,1,subject101_client1,11360,1,sitting,482.33
0.1,alpha0p1,101,1,subject101_client1,11361,1,sitting,483.61
0.1,alpha0p1,101,1,subject101_client1,11362,1,sitting,484.89
0.1,alpha0p1,101,1,subject101_client1,11363,1,sitting,486.17
0.1,alpha0p1,101,1,subject101_client1,11364,1,sitting,487.45
0.1,alpha0p1,101,1,subject101_client1,11365,1,sitting,488.73
0.1,alpha0p1,101,1,subject101_client1,11366,1,sitting,490.01
0.1,alpha0p1,101,1,subject101_client1,11367,1,sitting,491.29
0.1,alpha0p1,101,1,subject101_client1,11368,1,sitting,492.57
0.1,alpha0p1,101,1,subject101_client1,11369,1,sitting,493.85
0.1,alpha0p1,101,1,subject101_client1,11370,1,sitting,495.13
0.1,alpha0p1,101,1,subject101_client1,11371,1,sitting,496.41
0.1,alpha0p1,101,1,subject101_client1,11372,1,sitting,497.69
0.1,alpha0p1,101,1,subject101_client1,11373,1,sitting,498.97
0.1,alpha0p1,101,1,subject101_client1,11374,1,sitting,500.25
0.1,alpha0p1,101,1,subject101_client1,11375,1,sitting,501.53
0.1,alpha0p1,101,1,subject101_client1,11376,1,sitting,502.81
0.1,alpha0p1,101,0,subject101_client0,11378,1,sitting,505.37
0.1,alpha0p1,101,0,subject101_client0,11379,1,sitting,506.65
0.1,alpha0p1,101,0,subject101_client0,11380,1,sitting,507.93
0.1,alpha0p1,101,0,subject101_client0,11381,1,sitting,509.21
0.1,alpha0p1,101,0,subject101_client0,11382,1,sitting,510.49
0.1,alpha0p1,101,0,subject101_client0,11383,1,sitting,511.77
0.1,alpha0p1,101,0,subject101_client0,11384,1,sitting,513.05
0.1,alpha0p1,101,0,subject101_client0,11385,1,sitting,514.33
0.1,alpha0p1,101,0,subject101_client0,11386,1,sitting,515.61
0.1,alpha0p1,101,0,subject101_client0,11387,1,sitting,516.89
0.1,alpha0p1,101,0,subject101_client0,11388,1,sitting,518.17
0.1,alpha0p1,101,0,subject101_client0,11389,1,sitting,519.45
0.1,alpha0p1,101,0,subject101_client0,11390,1,sitting,520.73
0.1,alpha0p1,101,0,subject101_client0,11391,1,sitting,522.01
0.1,alpha0p1,101,0,subject101_client0,11392,1,sitting,523.29
0.1,alpha0p1,101,0,subject101_client0,11393,1,sitting,524.57
0.1,alpha0p1,101,0,subject101_client0,11394,1,sitting,525.85
0.1,alpha0p1,101,0,subject101_client0,11395,1,sitting,527.13
0.1,alpha0p1,101,0,subject101_client0,11396,1,sitting,528.41
0.1,alpha0p1,101,0,subject101_client0,11397,1,sitting,529.69
0.1,alpha0p1,101,0,subject101_client0,11398,1,sitting,530.97
0.1,alpha0p1,101,0,subject101_client0,11399,1,sitting,532.25
0.1,alpha0p1,101,0,subject101_client0,11400,1,sitting,533.53
0.1,alpha0p1,101,0,subject101_client0,11401,1,sitting,534.81
0.1,alpha0p1,101,0,subject101_client0,11402,1,sitting,536.09
0.1,alpha0p1,101,0,subject101_client0,11403,1,sitting,537.37
0.1,alpha0p1,101,0,subject101_client0,11404,1,sitting,538.65
0.1,alpha0p1,101,0,subject101_client0,11405,1,sitting,539.93
0.1,alpha0p1,101,0,subject101_client0,11406,1,sitting,541.21
0.1,alpha0p1,101,2,subject101_client2,11407,2,standing,544.33
0.1,alpha0p1,101,2,subject101_client2,11408,2,standing,545.61
0.1,alpha0p1,101,2,subject101_client2,11409,2,standing,546.89
0.1,alpha0p1,101,2,subject101_client2,11410,2,standing,548.17
0.1,alpha0p1,101,2,subject101_client2,11411,2,standing,549.45
0.1,alpha0p1,101,2,subject101_client2,11412,2,standing,550.73
0.1,alpha0p1,101,2,subject101_client2,11413,2,standing,552.01
0.1,alpha0p1,101,2,subject101_client2,11414,2,standing,553.29
0.1,alpha0p1,101,2,subject101_client2,11415,2,standing,554.57
0.1,alpha0p1,101,2,subject101_client2,11416,2,standing,555.85
0.1,alpha0p1,101,2,subject101_client2,11417,2,standing,557.13
0.1,alpha0p1,101,2,subject101_client2,11418,2,standing,558.41
0.1,alpha0p1,101,2,subject101_client2,11419,2,standing,559.69
